Name,RecordingGivid,UserReference,Observer,QualifierType,Q1Code,Q1Description,Q2Code,Q2Description,Q3Code,Q3Description,Elucidation,NotSure,ParentID,QualifierResource
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),15,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"1,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508240678,AN_LIL_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,43",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),30,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080912374366,AN_LIL_003_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,75",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),85,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508292047,AN_LIL_004_3130a_19,Dipper Pines & Robbie Valentino,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,,40,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,70",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102916124425,AN_NEE_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,04",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,04",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),40,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,04",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508472188,AN_OLB_003_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,45",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,55",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),75,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110508522557,AN_RAV_004_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"1,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,80",1,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),4,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019102908381915,AN_RIN_001_3130a_19,Dipper Pines & Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,10",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,10",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,65",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,10",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),55,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2021102611020783,AN_SNE_001_3130a_19,Wendy,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"1,00",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Norm,Normaal,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),7,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510064438,AN_TIE_006_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),60,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019112914463370,AN_TIE_007_3130a_19,Gravity Falls,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,35",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),80,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,15",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,70",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,15",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019103117435471,AN_TIK_004_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,15",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,80",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,80",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,M2xHo,>= 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,90",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),66,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,G10m²,>= 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019110510174735,AN_VVM_006_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,80",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,25",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Ulaag,Uitzonderlijk laag,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,TrSub,Troebel door substraat,Fe-kleuring,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),3,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Boom,31xx_LSVI_Boom,BoOev,bomen tot op de oever,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 1,50",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019080910510887,AN_WZA_001_3130a_19,Dipper Pines,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,10m2,> 1m& - < 10m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Secch,Secchi-diepte in meter,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Peil,31xx_Peil,Schom,Schommeling winter/zomer in m,"0,60",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Diept,31xx_Diepteklasse,0-2m,0 - < 2m,"max= 0,30",0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Boom,31xx_LSVI_Boom,2xHo,< 2x hoogte van bomen,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,HorSt,31xx_LSVI_HorizontaleStructuur,1m2,<= 1m²,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,VerSt,31xx_LSVI_VertikaleStructuur,Helo,bedekking helofyten (%),50,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,HumuZ,Gekleurd door humuszuren,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Peil,31xx_Peil,Droog,Droogstaand (groot deel),,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019082908240827,LI_ABH_002_3130a_19,Wendy,MQ,A,Heden,Helde,31xx_Helderheid,BoZi,Bodemzicht,,0,,RS2014070915553622
HT31xx_LSVI_StilstaandeWateren,IV2019100111453143,LI_ACH_002_3130a_19,Dipper Pines,MQ,A,Heden,Helde,31xx_Helderheid,Seccd,Diepte van Secchibepaling,"1,20",0,,RS2014070915553622
