datum,meetpuntnummer,meetpuntomschrijving,lambertx,lamberty,aantal_fuiken,soort,aantal,lengte,gewicht,totaal_gewicht
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.8,1.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.8,1.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.7,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.7,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.7,2.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.6,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.6,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.6,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.6,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7,1.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.5,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,56.4,351.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.5,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.5,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.5,2.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.4,2.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.4,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.4,2.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.3,2.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.3,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.3,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,27,24.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.2,1.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,7.6,2.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.6,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.2,5.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.1,5.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.8,4.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,zeebaars,1,4.4,1.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.8,3.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.8,4.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.7,5.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.7,5.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,36.4,86.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.6,4.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.2,6.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.6,3.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.5,4.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.5,4.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.5,4.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.3,4.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.3,4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.2,3.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.1,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.1,3.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.7,3.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,6,2.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,43.9,145.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,40.2,107.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,33.67,75.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.1,3.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,rietvoorn,1,6.8,3.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,snoekbaars,1,21.7,84.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,12.1,16.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,10.8,11.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,9.3,7.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.2,5.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,6.4,3.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.2,6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,5.6,1.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,5.5,2.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,5.5,1.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,5.3,1.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,4.7,1.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blauwbandgrondel,1,7,3.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,341,NA,NA,305
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.7,6.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,8.3,6.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,paling,1,44.7,154.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,blankvoorn,1,8.6,6.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.4,1.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.8,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.8,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.7,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.7,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.7,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.5,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.4,0.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.4,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.4,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.3,0.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.3,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.7,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.3,1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.3,1.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.2,1.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.2,1.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.2,0.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.1,1.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.7,1.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.7,0.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.6,1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.3,1.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,2.8,0.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.3,1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.3,0.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.2,1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.2,0.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.2,0.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.2,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.1,0.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4,0.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,4.4,0.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.1,4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.9,10.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.8,11.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.7,10.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.6,10.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.6,7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.3,7.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.2,8.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.2,7.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.3,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7.9,5.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,10.1,11.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,7,4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.5,3.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,6.5,2.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,9,7.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,baars,1,8.7,9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,19.8,60.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7.8,5.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,8.3,5.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,12.3,19,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,20,84.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,17.1,55.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,16.3,42.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,14.5,34.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,14,31.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,13.9,32.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,13,25.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,9.9,10.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,12.4,20.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,10,11.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,12.1,22.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,11.4,17,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,11.4,16.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,11.4,15.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,11,14.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,10.7,13.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,10.6,13.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,10.3,11,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,2.8,0.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,bot,1,12.6,24.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.2,5.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.7,4.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.8,4.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.8,4.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.9,3.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9,4.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.1,3.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.1,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.7,3.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.2,5.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.7,3.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.3,4.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.3,4.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.4,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.4,4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.4,4.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.7,4.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,spiering,1,18,49.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.7,4.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.7,4.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.2,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,4.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,2.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,3.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,3.6,0.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.8,3.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.5,1.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,3.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.1,2.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.2,2.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.2,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.2,3.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.3,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.4,2.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.4,3.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.4,3.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8.6,3.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,3.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6,2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.7,1.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.2,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.2,2.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.6,2.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6,2.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.5,3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.95,1.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.9,2.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.8,1.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.7,1.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.7,1.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,8,3.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.7,5.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.6,1.7,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.1,2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7,3.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,9.8,4.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,10,5.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,10,6.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,10.1,6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,10.4,6.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,haring,1,11,7.9,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.6,1.6,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.3,2.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,5.6,1.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.7,2.1,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,7,2.8,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.9,3.4,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.9,3.3,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.9,3.2,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.7,3.5,NA
2008-10-28,85000100,"Antwerpen, Kennedytunnel",150151.9337,210616.119,2,grondel_sp,1,6.7,3.2,NA
