TAG,LU1,LU2,LU3,cbc_Onbeb,cbc_Groen,cbc_Natuur,Alle_gewgemSCORE,RL_gewgemSCORE,RL/ALL,Rlpercent
DS9753,4.068545164,4.077238209,4.096622702,6.6500144,0.00248816,0.0000117,9.131094694,28.7110349,3.14431466,6.403405919
DS9754,4.045359177,4.04965531,4.206414227,6.857016087,0.001098252,0,7.634131172,24.79532469,3.247956334,5.530087279
DS9755,4.082733813,4.088629097,4.325739408,7.293571472,0.006479995,0.00000017,7.609066178,27.03908324,3.553535034,6.030511482
DS9756,3.951743431,3.957638126,4.146468179,8.155749321,0.001404076,0,8.542097253,25.38683396,2.971967329,5.662011257
DS9757,3.373938243,3.380433696,3.486559408,8.249406815,0.076324239,0.066577628,19.36325933,143.0147511,7.385882131,31.89649926
DS9758,3.763689049,3.774280576,3.840027978,7.367644787,0.050097398,0.046084572,15.27753961,147.5845361,9.660229317,32.91569583
DS9759,4.089128697,4.091227018,4.107913669,5.826549053,0.00186279,0,8.83910034,27.28970141,3.087384503,6.086406712
DS9760,4.220423661,4.222422062,4.253297362,3.483636141,0.001205566,0.000663939,8.654317472,23.83600837,2.754233184,5.3161315
DS9761,4.047757019,4.04985513,4.17334399,5.100137234,0.000110461,0.00000392,8.857179768,31.28675619,3.532360979,6.977867586
DS9762,3.946342926,3.946842526,4.151478817,4.881438255,0.0000584,0,8.436184906,32.62326975,3.867064332,7.27594945
DS9763,3.79594284,3.83641451,3.83641451,4.979615211,0.011910363,0.00000961,11.92296362,26.62445941,2.233040397,5.938038163
DS9764,4.111011191,4.111710631,4.412370104,8.966069221,0.00023761,0.00000004,12.35934693,87.61990954,7.089364029,19.541819
DS9765,3.942246203,3.943045564,4.1245004,7.306801319,0.000226509,0.000000959,13.16233458,73.5578521,5.588511038,16.40556626
DS9766,3.964432011,3.977320412,4.076930762,2.452082872,0.003438086,0.000427705,12.24657577,28.78109284,2.350133896,6.4190309
DS9767,4.135391687,4.148081535,4.148081535,0.328550458,0.016743913,0.0000757,12.93327831,24.52384612,1.896181736,5.469539566
DS9768,4.080927166,4.081726446,4.082525727,0.876485586,0.000304306,0.0000862,13.98664415,67.61813492,4.834478821,15.08083449
DS9769,3.813967429,3.818363473,3.874812669,1.715622425,0.000216565,0.0000356,16.18731606,116.3373939,7.186947699,25.94666334
DS9770,3.662370104,3.667366107,3.667366107,2.875465155,0.000543605,0.0000135,14.99515797,89.92553085,5.996971223,20.05604042
DS9771,3.513988809,3.537669864,3.537669864,2.758000135,0.030333813,0.025724759,18.39773591,113.4793084,6.168112697,25.30922615
DS9772,3.689148681,3.704736211,3.704736211,1.061623573,0.058440879,0.034527536,20.61726344,82.34321558,3.993896465,18.36496092
DS9773,4.329136691,4.347621902,4.347621902,0.080916785,0.028050989,0.009937479,17.364337,53.75843863,3.09591081,11.98971424
DS9774,3.895772959,3.91745778,3.927450784,0.051752195,0.008514689,0.003367383,21.24126645,91.88471951,4.325764648,20.49299716
DS9775,3.506095124,3.522082334,3.555355715,0.182783127,0.012565627,0.00111212,20.56140064,128.8094735,6.26462544,28.72830422
DS9776,4.071064468,4.098350825,4.101549225,0.078627512,0.004274643,0.00000162,17.27684115,95.39433334,5.521514755,21.27574435
DS9777,3.612020492,3.631888042,3.631888042,,,,22.66343171,167.0011183,7.368748056,37.24616522
DS9828,4.119050099,4.122903864,4.204978648,,,,8.875191361,76.51633801,8.621373319,17.0653957
DS9829,4.073241407,4.081834532,4.103117506,8.810161591,0.001549071,0.00000014,9.103118652,66.63925731,7.320486513,14.86251597
DS9830,4.091835715,4.096832217,4.189467373,10.42539692,0.004332737,0.000158389,8.450564359,61.17194223,7.238799639,13.64314377
DS9831,3.881594724,3.897082334,3.938549161,8.2677145,0.039535441,0.019454038,11.28420111,30.75944504,2.725885929,6.860261675
DS9832,3.887456272,3.912543728,3.986506747,4.74341774,0.014267738,0.004441299,11.05844853,45.27468178,4.094126012,10.09758674
DS9833,3.294364508,3.323041567,3.354216627,6.355000019,0.362595171,0.278704941,17.09521343,101.1319245,5.915803562,22.55539607
DS9834,3.950434696,3.956830219,4.067852503,7.471333981,0.002008464,9.99E-09,8.380257258,50.25730254,5.997107367,11.20885784
DS9835,4.149380496,4.15697442,4.237010392,3.457973719,0.003067876,0,8.217687121,22.73813974,2.766975599,5.071274481
DS9836,4.018784972,4.025279776,4.252597922,5.225775242,0.000281395,0,7.961851625,39.75103866,4.992687699,8.86565173
DS9837,3.985511591,3.994404476,4.307653877,7.779211044,0.000432954,0,7.818514768,25.16863351,3.21910673,5.613346134
DS9838,3.99970021,3.99980014,4.112421305,13.72872734,0.000153503,0.0000409,8.294546461,52.0399648,6.273997625,11.60644399
DS9839,4.154891576,4.155790946,4.230838413,13.3121891,0.00019995,0,7.067355512,24.73986415,3.500582942,5.517717947
DS9840,4.106225642,4.114719696,4.120415709,13.4244976,0.000721885,0,7.751214835,30.20133564,3.896335772,6.735786852
DS9841,4.160071942,4.164768185,4.336530775,4.586066723,0.000483793,0,7.136753128,21.40064973,2.998653498,4.772974837
DS9842,4.043169781,4.044069152,4.174377935,3.756461382,0.000103228,0,8.389832052,25.45656296,3.034216037,5.677562878
DS9843,4.060651479,4.064248601,4.174360512,3.793856144,0.000339329,0.0000921,8.120381298,27.36147314,3.369481325,6.10241392
DS9844,4.116818227,4.120215849,4.22484261,5.360850334,0.000861097,0,8.442771199,27.45593575,3.252005189,6.123481862
DS9845,4.07813749,4.079336531,4.302957634,4.077405453,0.020427134,0.018214859,7.966139265,44.98330248,5.646813467,10.03260058
DS9846,4.082434053,4.085431655,4.131494804,5.836054325,0.000508793,0,8.957396639,29.25575656,3.266100379,6.524894882
DS9847,4.039368505,4.042765787,4.128497202,8.233484268,0.000245993,0.00000975,8.442771199,35.60156945,4.21681088,7.940197952
DS9848,4.017985612,4.022581934,4.095223821,8.833605766,0.000836691,0.0000199,7.046432871,24.77440205,3.515878531,5.525420915
DS9849,4.085931255,4.09392486,4.132294165,7.783414841,0.002204656,0,9.110571325,41.70363592,4.577499526,9.301138395
DS9850,3.90667466,3.909272582,4.045763389,8.260525703,0.000334432,0,8.474865156,37.62434503,4.439521378,8.39133645
DS9851,4.066953133,4.069951034,4.078045368,2.732587337,0.000718127,0.000025,7.93347631,30.83536579,3.886740765,6.877194237
DS9852,3.557154277,3.560051958,3.631494804,1.154128194,0.00228794,0.001995713,10.29496411,49.23973979,4.782895722,10.98191139
DS9853,4.068745004,4.09442446,4.149080735,10.34094906,0.001640298,0,8.168389165,27.31501839,3.343990821,6.092053145
DS9854,4.014088729,4.014488409,4.142086331,10.49379635,0.0000778,0,8.168389165,27.0870911,3.316087243,6.04121865
DS9855,4.053357314,4.056354916,4.18784972,11.30656528,0.000023,9.99E-08,7.356905926,36.49671921,4.960878877,8.139842698
DS9856,4.084932054,4.091726619,4.149280576,10.92787266,0.000328567,0,8.055024145,39.44139878,4.896496654,8.796592921
DS9857,4.070850405,4.079144599,4.24572799,10.75006962,0.001821955,0.0000096,7.403682489,26.70023487,3.606345208,5.954938321
DS9858,4.139788169,4.142286171,4.226518785,3.791773081,0.000103887,0,9.034509963,47.89676725,5.301534609,10.68238898
DS9859,4.098421263,4.114008793,4.118305356,1.680572033,0.022152508,0.000134233,12.63892609,20.97311929,1.659406753,4.677622965
DS9860,4.004696243,4.037869704,4.060051958,3.041770697,0.001054476,0.0000841,9.642409814,21.87141927,2.268252407,4.877970303
DS9861,4.298561151,4.304856115,4.470423661,4.605100155,0.000144994,0.000002,9.737258955,85.81502074,8.813057261,19.13927567
DS9862,4.070236787,4.071835348,4.167049655,4.582509518,0.00018896,0,9.723643698,80.31735863,8.260006343,17.91313519
DS9863,3.700069937,3.709161754,3.720951144,4.455177307,0.015374721,0.0000004,14.16574059,49.12654491,3.467982813,10.9566656
DS9864,3.81672829,3.83621465,3.935944839,5.955240726,0.002227651,0.000316668,11.77345798,30.55869524,2.595558186,6.815488561
DS9865,3.806554756,3.815447642,3.85901279,4.535505295,0.000182184,9.99E-08,12.52572855,83.69037942,6.681477976,18.66541811
DS9866,3.941946443,3.948141487,4.043565148,4.027251244,0.002884193,0.0000249,13.7480217,66.02109223,4.802224906,14.72464696
DS9867,3.997701609,4.015788948,4.015788948,1.138122916,0.011095772,0.0000545,13.5835618,48.35153826,3.559562577,10.7838163
DS9868,4.007194245,4.018185452,4.088429257,1.054845572,0.002048191,0.0000364,16.12344658,78.73607299,4.883327682,17.56046195
DS9869,3.821325072,3.826321575,4.011691816,2.601565361,0.000251094,0.0000143,14.88308304,94.86505525,6.374019078,21.15769976
DS9870,3.835982009,3.83828086,3.858170915,3.459364653,0.000253173,0.00000103,15.42845015,127.3216754,8.25239568,28.39648143
DS9871,3.955131408,3.976016788,3.976016788,1.839343309,0.038131181,0.004603758,17.42865691,89.19598323,5.117777214,19.89332983
DS9872,3.663569145,3.700939249,3.700939249,0.632138968,0.233172163,0.129617095,17.46488474,75.66045858,4.332147604,16.8745094
DS9873,3.223099211,3.23468878,3.23468878,0.038660556,0.031560484,0.018345814,20.79978171,100.7280299,4.84274457,22.4653157
DS9874,2.906893107,2.920579421,2.982617383,0.44790408,0.064992882,0.060498502,19.78810004,101.3811785,5.123340709,22.61098705
DS9875,3.894295134,3.916075532,3.962134079,4.48575592,0.004114207,0.000179139,15.62039792,87.68053131,5.613207278,19.55533944
DS9876,3.923053862,3.926651344,3.966723294,4.098798752,0.014461647,0.0000131,14.89178227,97.26920534,6.531737007,21.693896
DS9877,3.932560695,3.964032371,3.964032371,0.232724622,0.093712278,0.051682312,14.30131522,106.4928323,7.446366339,23.75103631
DS9878,2.137714817,2.213423131,2.213423131,,,,23.72442038,180.7744057,7.619760685,40.31801372
DS9928,3.945531758,3.948485968,3.977474151,,,,8.387310659,24.73755642,2.949402667,5.517203255
DS9929,4.027880484,4.028779854,4.059858099,6.975566387,0.0000344,0.0000202,7.798313218,23.92063169,3.067410993,5.335004993
DS9930,4.004197062,4.004696712,4.019286499,7.393674374,0.000194864,0,8.182725514,65.75004011,8.035224938,14.66419436
DS9931,3.966127098,3.985711431,4.018984812,4.900321007,0.00297461,0.000161761,9.792654783,25.85951272,2.640705027,5.767432535
DS9932,4.085340262,4.087538723,4.127011092,6.679960728,0.004072799,0.003305406,8.777477216,24.46648471,2.787416488,5.456746284
DS9933,2.914268585,2.938449241,3.020683453,8.154592514,0.459733903,0.378892303,19.07123063,115.5669902,6.059755263,25.77484063
DS9934,3.855101429,3.866293594,3.915659039,7.722557068,0.030127371,0.000555641,8.352772761,29.63303995,3.547688989,6.609040184
DS9935,3.84372502,3.873201439,3.991007194,5.826572418,0.044251889,0.00128778,12.39706172,35.7927875,2.887199266,7.982845206
DS9936,3.780653543,3.834315979,3.920555611,4.559298992,0.004993954,0.000024,9.964722262,29.7131307,2.9818323,6.62690278
DS9937,3.89807135,3.899470371,4.074447886,5.203856945,0.001489847,0.000311122,9.614111952,55.98578249,5.823292133,12.48647749
DS9938,3.959024585,3.960623626,4.088346992,10.08749771,0.000386418,0.00000309,9.102719379,43.55699092,4.785052588,9.714491116
DS9939,4.036970424,4.038469225,4.128796962,13.04930305,0.0000532,0.00000004,8.617759342,32.31872219,3.750246544,7.20802638
DS9940,3.951039169,3.952238209,4.307853717,13.43026447,0.000155855,0,8.02826074,47.20404699,5.879735166,10.52789197
DS9941,4.071642686,4.072242206,4.412070344,6.825870991,0.0000809,0.00000881,7.046432871,24.58547683,3.489067062,5.483285029
DS9942,4.10991207,4.112110312,4.336530775,4.133183956,0.000502298,0,8.619779574,27.53848151,3.194801129,6.141891998
DS9943,4.007593925,4.011990408,4.227617906,8.385156631,0.000138449,0,9.099867116,37.97475026,4.173110418,8.46948713
DS9944,3.914959528,3.916458479,4.160587589,8.83232975,0.000107835,0.00000246,7.691611943,26.89370171,3.496497472,5.998087123
DS9945,4.006095733,4.01988608,4.192665134,3.506424904,0.001105686,0.000438853,8.421848557,27.52947572,3.268816285,6.13988344
DS9946,4.031877686,4.034775657,4.117517738,4.445813179,0.000501499,0.00000633,8.288383877,27.49047365,3.316747155,6.13118483
DS9947,4.037070344,4.039568345,4.121302958,8.107790947,0.003365418,0,7.498145099,26.88916009,3.586108262,5.997074207
DS9948,4.005195843,4.016986411,4.132194245,7.585343838,0.014266187,0.000375809,8.898625779,30.86447176,3.468453729,6.883685727
DS9949,3.974420464,3.976918465,4.111410871,8.054121017,0.001332154,0.0000111,8.000386587,38.99223556,4.873793927,8.696416302
DS9950,4.065047962,4.072142286,4.261990408,7.647932053,0.000284233,0,8.138460727,27.09616474,3.329396755,6.043242337
DS9951,4.009693215,4.02098531,4.18417108,1.932776451,0.001086659,0,8.53893222,27.40217362,3.209086677,6.111491325
DS9952,3.655275779,3.658573141,3.665367706,1.622304201,0.002633193,0.002165078,8.482172541,28.44417537,3.353406835,6.343888389
DS9953,4.01548761,4.023181455,4.075539568,10.7890501,0.000672502,0,8.787782152,27.51755887,3.131342857,6.137225633
DS9954,4.069244604,4.070643485,4.177657874,11.28710175,0.0000503,0,8.126222062,25.38187819,3.123453678,5.660905976
DS9955,4.220723421,4.226718625,4.275079936,10.5929966,0.000594085,0,8.014001844,27.16063107,3.389147096,6.057620227
DS9956,4.191746603,4.192446043,4.262390088,11.45149422,0.0000687,0.0000157,8.698650094,39.14798689,4.500466907,8.731153433
DS9957,3.986009793,3.986209653,4.100429699,9.256241798,0.000297732,0.0000828,7.514603568,26.81115595,3.567873635,5.979676987
DS9958,3.855915268,3.856814548,4.038469225,3.436632156,0.000468435,0.000016,8.5950364,54.50287546,6.341203566,12.15574557
DS9959,3.971020286,3.983811332,4.053362646,2.626875877,0.001886609,0.000208334,11.9750029,75.06726926,6.268663975,16.74221072
DS9960,3.902478018,3.910071942,4.003796962,3.736643076,0.000851059,0.00000451,9.783153888,81.08363622,8.288087578,18.08403765
DS9961,4.004396922,4.010892375,4.136604377,3.938898325,0.000392385,0.000121115,10.89619709,85.48223686,7.845144151,19.06505507
DS9962,4.085640052,4.088338163,4.202458279,4.20365572,0.0000408,0.00000417,9.512490635,60.0394984,6.311648621,13.39057546
DS9963,3.932247427,3.935145398,4.052763066,4.344994068,0.002269651,0.000331048,8.096148336,25.76865698,3.182829156,5.74716903
DS9964,3.938037178,3.951329202,3.996002399,4.878543854,0.000981561,0.00000774,13.58905615,94.15611196,6.928819114,20.99958454
DS9965,3.71529929,3.722294394,3.752373339,4.388491154,0.000347687,0.00000684,12.33276273,73.07439807,5.925225328,16.29774178
DS9966,3.742805755,3.748800959,3.772681855,4.221784115,0.004959273,0.0000153,15.17183491,82.60861824,5.444866671,18.42415353
DS9967,3.6568745,3.685751399,3.701938449,1.956353545,0.015505237,0.000264139,19.44136835,98.88002687,5.086063136,22.05315662
DS9968,3.933952838,3.93764988,4.058453237,1.44174552,0.001446023,0.00062508,13.14937483,68.12106205,5.180555194,15.19300204
DS9969,4.051553602,4.051753422,4.228294535,2.54103899,0.000613708,0.000328594,12.29740198,73.7867682,6.000191609,16.45662129
DS9970,3.883493205,3.896282974,3.994804157,1.681472778,0.004758543,0.00000003,17.89690506,71.1516429,3.975639511,15.86891078
DS9971,3.3706664,3.376461185,3.376461185,1.665515542,0.501519859,0.413859576,16.14149252,99.3960205,6.157796151,22.16823839
DS9972,3.20951144,3.212308922,3.212308922,0.93601495,0.267025888,0.227345154,17.91820268,111.2539528,6.208990646,24.81290634
DS9973,3.45323741,3.463429257,3.463429257,0.733069003,0.020503666,0.011644054,20.31515254,109.7731446,5.403510723,24.48264252
DS9974,3.230615508,3.255195843,3.325339728,5.613743305,0.053299557,0.039413366,20.80788707,118.788301,5.708811309,26.49328777
DS9975,3.707063643,3.710360675,3.920371666,7.540116787,0.000968848,0.00000285,13.73444079,86.3661037,6.288286869,19.26218339
DS9976,3.808172645,3.808172645,3.917674093,7.597029209,0.002398881,0.001707273,12.7980994,81.51476027,6.369286386,18.180191
DS9977,2.840827338,2.858113509,2.858113509,5.159948349,0.312807798,0.182595327,21.03413855,177.5816814,8.442545959,39.60594224
DS9978,2.877058638,2.880415399,2.880415399,2.224976063,2.200574875,2.163869381,23.83355641,201.50812,8.454807019,44.94224234
ES0028,3.948036726,3.948427427,3.948427427,,,,8.090706845,39.74859492,4.912870493,8.865106704
ES0029,3.886690647,3.897082334,3.948441247,6.878398418,0.000309233,0,8.207069416,34.55148119,4.209965756,7.705997361
ES0030,3.893585132,3.896083133,3.897581934,6.025428295,0.001033973,0,9.864150084,77.85365395,7.892586111,17.36365652
ES0031,3.813112133,3.83260044,3.891265241,1.029164553,0.006028963,0.002897212,12.11861479,49.72284584,4.103013976,11.08965826
ES0032,4.032777056,4.035675027,4.054861597,7.18195343,0.00501488,0.004537244,8.151930696,27.58194776,3.383486536,6.151586249
ES0033,4.086139702,4.097231938,4.160087938,7.579122543,0.004154282,0.003102938,8.784793651,30.10384925,3.426813474,6.714044516
ES0034,4.022284401,4.034475867,4.094733686,5.442084312,0.004722705,0.000305036,8.069784203,27.49980126,3.407749274,6.133265163
ES0035,4.055655476,4.063649081,4.168265388,4.52016449,0.00072461,0,8.02300764,35.93750985,4.479306448,8.015122551
ES0036,4.134392486,4.149780176,4.228717026,2.472440958,0.001768355,0,8.433697566,27.29693897,3.236651392,6.0880209
ES0037,4.217825739,4.248201439,4.318745004,3.988473415,0.001867606,0.0000107,8.507237535,27.74832937,3.261732056,6.188694248
ES0038,4.010392725,4.016088738,4.185470171,5.481533527,0.003122204,0.000304677,10.5311761,48.81728393,4.635501625,10.8876913
ES0039,3.871789747,3.872789048,4.08134306,12.30792236,0.000969411,0.0000123,7.850141617,22.15949113,2.822814188,4.942218808
ES0040,3.924660272,3.924760192,4.158473221,12.61717033,0.000393305,0.00000002,7.530662766,21.51762238,2.85733448,4.799063182
ES0041,4.014088729,4.01628697,4.219724221,8.812872887,0.002497742,0.0000476,8.018466016,27.409481,3.41829484,6.113121087
ES0042,4.047466773,4.058059358,4.144698711,4.624058247,0.00344218,0,9.372569405,30.18301791,3.220356831,6.731701459
ES0043,3.889077646,3.889677226,4.188368142,9.216161728,0.005793035,0.002980424,8.703615428,30.47452708,3.501364156,6.796716585
ES0044,4.078936851,4.081934452,4.161570743,8.887181282,0.000364778,0,8.442449379,25.50918029,3.021537843,5.689298091
ES0045,4.067252923,4.069851104,4.237034076,9.296409607,0.000677006,0.0000239,7.742530859,26.94462063,3.480079204,6.00944354
ES0046,3.996203038,4.002198241,4.065047962,4.647505283,0.003343495,0,9.002493458,25.61930287,2.845800776,5.713858668
ES0047,4.126199041,4.138988809,4.192545963,5.373025417,0.01317461,0.00000004,9.135958138,29.52878067,3.232149296,6.585787295
ES0048,3.969624301,3.970423661,4.136590727,7.756441116,0.001583743,0,8.332249391,37.49052037,4.499447701,8.36148961
ES0049,3.942346123,3.943345324,4.054256595,8.220005989,0.000242476,0.00000183,8.644844567,32.62919525,3.774410863,7.277271011
ES0050,4.079644249,4.08104327,4.134006196,6.460474491,0.000624753,0,9.33363517,31.87842708,3.415435304,7.109827609
ES0051,4.049065654,4.055860897,4.135605076,3.087177992,0.001154662,0,8.482172541,29.10292236,3.431069366,6.490808357
ES0052,3.840311782,3.863695413,3.902967922,0.652293622,0.002041721,0.0000179,9.641188127,22.59110858,2.343187197,5.038482203
ES0053,4.073548516,4.08074348,4.166683322,6.445034027,0.00038558,0,8.495787798,31.0588289,3.65579151,6.927033091
ES0054,4.016988108,4.028979714,4.084041171,6.572331429,0.000691116,0,8.580777503,27.53848151,3.209322407,6.141891998
ES0055,4.044269012,4.059958029,4.093034876,9.537452698,0.002064645,0.000230878,8.481773269,27.43947728,3.235110915,6.119811139
ES0056,4.148496053,4.154391926,4.18447087,7.877541542,0.003426881,0.002908604,9.570957913,41.20240958,4.304941047,9.189350166
ES0057,4.053367979,4.057065761,4.183989606,5.812395573,0.000549031,0.0000185,7.956097363,39.4369346,4.956819003,8.795597279
ES0058,3.953732387,3.957030079,3.984011192,4.057945251,0.000401819,0.000098,7.914997609,34.66525475,4.379692385,7.731372214
ES0059,3.880895284,3.89088729,3.934452438,2.878439903,0.000969135,0.00000101,10.07075546,51.3637212,5.100284821,11.45562177
ES0060,4.014388489,4.03107514,4.088129496,2.193031073,0.003117017,0.000119374,13.61881118,79.39629896,5.829899389,17.70771177
ES0061,4.070343725,4.120303757,4.125,2.842767954,0.005856914,0.000152358,12.56823838,57.03519675,4.538042247,12.72052776
ES0062,3.977018385,4.009492406,4.154876099,2.672201872,0.003404456,0.00000639,8.707671141,32.89916461,3.778181799,7.337482126
ES0063,4.017486011,4.026878497,4.0931255,2.085643291,0.001071783,0.00000004,11.70817529,86.73574838,7.408135447,19.34462504
ES0064,3.732387329,3.757969421,3.859298491,4.576772213,0.006516909,0.0000151,12.21170024,32.94523789,2.697842008,7.347757823
ES0065,3.916874813,3.917474273,3.97482266,5.033715725,0.000137886,0.0000609,9.403032787,50.93850256,5.417241832,11.36078549
ES0066,3.459786192,3.463982416,3.472374863,4.019631863,0.005568938,0.005563573,13.90903872,90.85334731,6.531964514,20.2629708
ES0067,3.923368968,3.935657908,3.935657908,1.154932261,0.000702178,0.0000116,9.197327277,40.46433285,4.399575184,9.024737331
ES0068,3.884204216,3.892197023,3.911279848,1.306459904,0.001015556,0.0000734,15.47719097,66.13648532,4.273158189,14.75038301
ES0069,3.958433253,3.970723421,3.970723421,1.162157416,0.004889159,0.0000887,14.41500505,45.90214728,3.184330989,10.23753001
ES0070,4.075047467,4.087438793,4.321574898,0.20210433,0.00371455,0.0000107,14.56347133,31.21756191,2.143552262,6.962435224
ES0071,3.763988809,3.769784173,3.898880895,1.864366174,0.129180387,0.110401407,18.62049674,85.52536412,4.5930764,19.07467372
ES0072,3.72824458,3.735238286,3.735238286,0.709052086,0.053451192,0.044582445,19.13926453,103.11869,5.387808389,22.99850326
ES0073,3.857513989,3.862609912,3.904076739,10.6859045,0.000716986,0.0000249,16.10606944,106.1819757,6.592668445,23.68170615
ES0074,3.904095904,3.904695305,3.990509491,12.17314625,0.00000437,0.000000889,14.3326884,98.79278082,6.892829738,22.03369818
ES0075,3.965227818,3.965827338,4.081434852,7.536640644,0.000303717,0.00000037,15.08029297,101.214843,6.711729226,22.57388935
ES0076,3.970126886,3.970826256,3.974323109,7.685650349,0.0000263,0.0000131,13.54787288,121.2127016,8.946991359,27.03400045
ES0077,3.901778577,3.914368505,3.914368505,5.103706837,0.057746809,0.009155025,15.87821661,121.763009,7.668556994,27.15673522
ES0078,3.954940554,3.966330303,3.990308722,0.778644085,0.006182826,0.001062873,17.68856467,138.8101333,7.847450367,30.95874572
ES0079,2.178916309,2.19501073,2.253084764,,,,26.22437183,215.0880818,8.201839233,47.97097355
ES0126,3.975949494,3.977953703,4.012025253,,,,8.753244254,46.43958654,5.305414221,10.35739479
ES0127,4.062090515,4.063098478,4.115915734,,,,7.963005476,42.70066485,5.362380445,9.523505195
ES0128,3.995495495,3.996796797,4.024824825,,,,8.420549418,25.05418301,2.97536203,5.587820305
ES0129,4.215770538,4.219468319,4.25024985,5.607166767,0.001190106,0,9.029256863,48.69191946,5.392682941,10.85973133
ES0130,4.183153477,4.18784972,4.243605116,4.308510303,0.000340538,0.000004,8.848106136,42.20166728,4.769570643,9.412214047
ES0131,4.107014388,4.10911271,4.200339728,4.033288002,0.000521383,0.000188309,8.742617498,27.6058589,3.157619432,6.156919138
ES0132,4.164884581,4.169081643,4.22394324,5.100644588,0.004935666,0,8.396316455,27.54294569,3.2803606,6.14288764
ES0133,4.142086331,4.152378098,4.174160671,6.44704628,0.004576649,0.00000514,9.06209635,29.6485011,3.271704466,6.612488477
ES0134,3.755795364,3.758892886,3.798561151,4.159788132,0.002968805,0.000318935,9.032167912,32.97286778,3.650603941,7.353920101
ES0135,4.035475167,4.036374538,4.26521435,3.983692169,0.0000374,0,6.917432363,29.76672757,4.303146892,6.638856459
ES0136,3.96832534,3.976318945,4.185551559,2.550430536,0.000647352,0.00000544,8.034525213,22.58826049,2.81139954,5.037846995
ES0137,3.910553668,3.925244853,3.975014991,2.267733574,0.001841535,0.00000484,7.890755597,23.6742257,3.000248254,5.280049204
ES0138,4.085540122,4.101429,4.148895773,3.207892179,0.004188728,0.00000476,9.219793992,21.49381463,2.331268426,4.793753352
ES0139,4.295263789,4.297861711,4.408373301,8.627261162,0.000901289,0,7.92854503,35.84304724,4.52075975,7.994054608
ES0140,3.912061557,3.913360648,3.961926651,6.754793644,0.005549316,0.002747767,8.096070884,22.61080409,2.792812021,5.042874881
ES0141,3.924060751,3.926358913,4.183253397,5.357097626,0.000735682,0.000531175,7.892454008,27.22800846,3.449878635,6.072647367
ES0142,3.956934452,3.967925659,3.992006395,4.290670395,0.018091317,0.013387369,9.642409814,20.71968858,2.148808128,4.621100457
ES0143,4.108313349,4.113109512,4.190747402,8.677909851,0.000709163,0,7.931456079,26.85015802,3.385274753,5.988375597
ES0144,4.044864109,4.056155076,4.099320544,8.605834961,0.003069964,0,8.799698997,27.52947572,3.128456522,6.13988344
ES0145,4.090354823,4.097051474,4.185007496,8.026259422,0.000970675,0,7.786074553,27.02716639,3.471218546,6.027853675
ES0146,4.076046767,4.092934946,4.179674228,5.48175621,0.005312852,0,8.880945623,21.34389148,2.403335454,4.760316077
ES0147,4.060563662,4.075054967,4.320407755,6.964783192,0.004436009,0,8.576635151,29.29184758,3.415307643,6.532944243
ES0148,3.995802938,4.00039972,4.22394324,7.643631935,0.001003368,0.00000025,8.285472829,33.93286932,4.095465645,7.568028703
ES0149,4.075447187,4.076646348,4.123513541,8.163196564,0.00047072,0,7.820934271,30.53389853,3.904124171,6.809958165
ES0150,3.950134906,3.963425602,4.010292795,4.767501831,0.000717248,0,8.479651148,40.8386468,4.816076285,9.10822036
ES0151,4.084657671,4.087056472,4.269365317,4.144174576,0.000586547,0,9.743180296,43.90107276,4.505825759,9.791231493
ES0152,4.120503597,4.123701039,4.136990408,1.909390569,0.001131805,0,9.317575973,40.45956484,4.342284405,9.023673924
ES0153,3.987709832,3.995803357,4.094724221,2.894235849,0.001220214,0,8.113395733,45.92861553,5.660837588,10.24343321
ES0154,4.01498801,4.018984812,4.200539568,3.200329304,0.000277358,0,7.66654695,30.6074385,3.992336928,6.826359742
ES0155,4.180055955,4.182454037,4.31195044,4.341232777,0.005601618,0.002176259,7.46116326,28.45976352,3.814386916,6.347365004
ES0156,3.420563549,3.426458833,3.45263789,5.777692318,0.07002271,0.044957753,17.38539447,132.0547982,7.59573206,29.45210715
ES0157,3.898481215,3.920263789,3.987709832,5.641627789,0.01169915,0.006377289,13.37799522,81.0131627,6.05570277,18.06831998
ES0158,4.072142286,4.079436451,4.135191847,4.487765312,0.000552638,0.00000441,8.496941649,40.56530742,4.77410686,9.047257632
ES0159,3.913169464,3.926858513,3.959332534,1.490766287,0.0038251,0.0000142,8.925711004,22.32727385,2.501456057,4.979639293
ES0160,3.976321311,3.979218703,3.979218703,0.709864736,0.005774093,0.000897842,14.09730206,75.27093854,5.339386091,16.78763496
ES0161,3.996003197,3.999100719,4.076338929,1.118342519,0.000322702,0.00000006,9.292510979,57.72154141,6.211619393,12.87360282
ES0162,4.011788212,4.014885115,4.146453546,2.291715145,0.000298981,0,9.257564622,81.97047589,8.854431942,18.281829
ES0163,4.113609113,4.124100719,4.155075939,0.644944668,0.004602008,0.0000287,8.808704794,23.89593308,2.712763526,5.329496475
ES0164,4.085140402,4.111721795,4.111721795,1.929055452,0.004620566,0.00000534,12.01255715,57.39267086,4.777723023,12.80025501
ES0165,3.96832534,3.985211831,3.995203837,5.119535446,0.001572092,0.00000006,8.432552765,32.57104186,3.862536384,7.264301094
ES0166,3.878597122,3.883093525,3.947142286,4.042648315,0.000183613,0.000045,9.833677085,44.7309262,4.548748735,9.976313239
