species,day,month,year,decimal_longitude,decimal_latitude
Kleine parelmoervlinder,24,7,2012,2.5959093611687423,51.07166859212331
Kleine vos,24,7,2012,2.6420444328803567,51.0682764261309
Atalanta,10,8,2012,2.5550519306212665,51.15539179358631
Bont zandoogje,10,8,2012,2.6973584755789486,51.087966052144765
Bruin zandoogje,10,8,2012,2.6941651499830184,51.04949365912936
Dagpauwoog,10,8,2012,2.6107926107011736,51.216538592595604
Groot dikkopje,10,8,2012,2.5656354435253887,51.1500283180084
Groot koolwitje,10,8,2012,2.6916057817172256,51.08542445798404
Hooibeestje,10,8,2012,2.55131970429793,51.02971885952167
Icarusblauwtje,10,8,2012,2.578309157025069,51.0493097725138
Klein koolwitje,10,8,2012,2.5995919288136062,51.03623688642867
Kleine vuurvlinder,10,8,2012,2.629568494996056,51.08559788831509
Koevinkje,10,8,2012,2.660920294979587,51.15779043261893
Oranje luzernevlinder,10,8,2012,2.6333606391679494,51.134593102177604
Oranje zandoogje,10,8,2012,2.61919285482727,51.11672248433344
Koevinkje,16,7,2013,2.708486301405355,51.0999635855481
Bont zandoogje,26,7,2013,2.705372772878036,51.064526478601614
Bruin zandoogje,26,7,2013,2.6809811029583215,51.1973806989193
Heivlinder,26,7,2013,2.565903193689883,51.036962159238755
Icarusblauwtje,26,7,2013,2.6473655206151308,51.072466754196206
Klein geaderd witje,26,7,2013,2.6090570059604943,51.18987285376526
Koevinkje,26,7,2013,2.6911631343886255,51.18217063572258
Oranje zandoogje,26,7,2013,2.619715073239058,51.174216436250134
Zwartsprietdikkopje,26,7,2013,2.6267745767254382,51.02444274102337
Bont zandoogje,16,8,2013,2.7163842250127344,51.2055853441637
Bruin zandoogje,16,8,2013,2.65546414302662,51.049700585966924
Heivlinder,16,8,2013,2.5755225379951296,51.1027169847209
Hooibeestje,16,8,2013,2.631397511344403,51.19578625506721
Icarusblauwtje,16,8,2013,2.66541213481687,51.07672316262498
Koevinkje,16,8,2013,2.6307524936739353,51.17191574711352
Bont zandoogje,28,8,2013,2.6137196499854327,51.130791378282005
Bruin blauwtje,28,8,2013,2.5732082078699023,51.12435483632609
Bruin zandoogje,28,8,2013,2.7299401808995754,51.130179095482454
Dagpauwoog,28,8,2013,2.708124767942354,51.18438746885396
Groot koolwitje,28,8,2013,2.5840840922202912,51.070875192694366
Heivlinder,28,8,2013,2.649867457617074,51.178237497042865
Hooibeestje,28,8,2013,2.5512725359294564,51.18370835728012
Icarusblauwtje,28,8,2013,2.604229844920337,51.134833119139074
Klein koolwitje,28,8,2013,2.6107278138864785,51.14787640229799
Kleine vos,28,8,2013,2.5731808124110103,51.03342302588746
Kleine vuurvlinder,28,8,2013,2.696011949656531,51.20628152660094
Koevinkje,28,8,2013,2.7154646981041877,51.156397741409016
Bont zandoogje,25,9,2013,2.553498290432617,51.09856998108327
Hooibeestje,25,9,2013,2.552631146367639,51.20943500961177
Klein koolwitje,25,9,2013,2.724567415844649,51.15751802947372
Icarusblauwtje,8,6,2013,3.4248931708931925,51.451646432317794
Klein koolwitje,8,6,2013,3.40300367965363,51.33654920201749
Landkaartje,8,6,2013,3.4044186429306866,51.337559546241536
Atalanta,21,9,2013,3.2553257249016316,51.45650910398923
Bruin blauwtje,21,9,2013,3.2337724651396274,51.42161979520694
Bruin zandoogje,21,9,2013,3.3719961123727265,51.39307126495056
Gehakkelde aurelia,21,9,2013,3.356910436153412,51.28464370885864
Icarusblauwtje,21,9,2013,3.3282232898939403,51.393059244323524
Klein koolwitje,21,9,2013,3.2379610771965237,51.28991266879253
Kleine vos,21,9,2013,3.273546005804092,51.4111012179777
Kleine vuurvlinder,21,9,2013,3.2477567799109965,51.3847402891051
Dagpauwoog,31,5,2014,3.2757146352622657,51.456326569421215
Icarusblauwtje,31,5,2014,3.3259779358003287,51.28715540085919
Klein koolwitje,31,5,2014,3.280956556107849,51.39223836813122
Kleine vos,31,5,2014,3.265572329722345,51.37023108102381
Bont zandoogje,3,8,2014,3.360957528529689,51.29851726860739
Bruin blauwtje,3,8,2014,3.4123595808353278,51.298577893283216
Bruin zandoogje,3,8,2014,3.378680210532621,51.29765760012902
Dagpauwoog,3,8,2014,3.3023901805467903,51.42518389838747
Distelvlinder,3,8,2014,3.2665153567865493,51.399485085383056
Heivlinder,3,8,2014,3.364902301663533,51.45841576288454
Icarusblauwtje,3,8,2014,3.3675698397867384,51.301548199113455
Klein koolwitje,3,8,2014,3.368800264429301,51.36727779162116
Kleine vos,3,8,2014,3.3111447833664718,51.28041020025499
Oranje zandoogje,3,8,2014,3.399049774762243,51.40811101076193
Zwartsprietdikkopje,3,8,2014,3.4143534094747157,51.275749333426354
Atalanta,10,5,2015,3.2903965092916043,51.415982504878194
Bont zandoogje,10,5,2015,3.339649439295754,51.313057289449496
Boomblauwtje,10,5,2015,3.257500888891518,51.37169368624687
Bruin blauwtje,10,5,2015,3.2377899276744575,51.40173266664147
Dagpauwoog,10,5,2015,3.2757366421353074,51.35994887700304
Groot koolwitje,10,5,2015,3.4273344217054547,51.36514667578973
Icarusblauwtje,10,5,2015,3.4014202651754024,51.38565253176726
Klein koolwitje,10,5,2015,3.271790505917743,51.44648020359688
Kleine vuurvlinder,10,5,2015,3.3787501768395307,51.4263837976288
Bont zandoogje,2,8,2015,3.325444873534143,51.44735843929462
Bruin zandoogje,2,8,2015,3.2499666427448393,51.29377261352725
Dagpauwoog,2,8,2015,3.405567326648161,51.457374006174504
Groot koolwitje,2,8,2015,3.3095067390892656,51.37978312437423
Heivlinder,2,8,2015,3.295726179815829,51.429479312002655
Icarusblauwtje,2,8,2015,3.3192774696461855,51.32763066407293
Klein geaderd witje,2,8,2015,3.370086914272979,51.35671325017698
Klein koolwitje,2,8,2015,3.2740177720040085,51.39774670441635
Kleine vos,2,8,2015,3.3235905274003743,51.26827026017941
Oranje luzernevlinder,2,8,2015,3.332264311723411,51.38452883305959
Oranje zandoogje,2,8,2015,3.3420971652213485,51.353926090328024
Zwartsprietdikkopje,2,8,2015,3.2449347988888624,51.26938994851895
Bont zandoogje,24,4,2013,4.407770593408496,51.34450442014262
Dagpauwoog,24,4,2013,4.330918138371781,51.325142531665044
Klein koolwitje,24,4,2013,4.298030363852159,51.2321916149091
Kleine vos,24,4,2013,4.409150710413233,51.22245734144002
Boomblauwtje,25,4,2013,4.4112865200173115,51.23061904777773
Citroenvlinder,25,4,2013,4.307180983517319,51.21631536638364
Dagpauwoog,25,4,2013,4.387273605158553,51.27023499180563
Klein geaderd witje,25,4,2013,4.302402201332153,51.19511489040218
Klein koolwitje,25,4,2013,4.409834652850405,51.2865783843305
Kleine vos,25,4,2013,4.288498238464817,51.246917476607486
Bont zandoogje,3,5,2013,4.2894572316110136,51.32136359215714
Dagpauwoog,3,5,2013,4.340542413890362,51.320189032293854
Gehakkelde aurelia,3,5,2013,4.431264422452077,51.29885436302051
Klein koolwitje,3,5,2013,4.309212034698576,51.32326860349625
Kleine vos,3,5,2013,4.397153032002971,51.33680180731229
Argusvlinder,25,5,2013,4.323539155200124,51.27136212150566
Bont zandoogje,25,5,2013,4.310811492046342,51.36410253607668
Bruin blauwtje,25,5,2013,4.283371914681047,51.32794157714583
Dagpauwoog,25,5,2013,4.284424067046493,51.260538579439746
Hooibeestje,25,5,2013,4.333108610371128,51.216217294950034
Klein koolwitje,25,5,2013,4.432332964837552,51.3768229737971
Kleine vos,25,5,2013,4.295216016881168,51.267714974898844
Koninginnenpage,25,5,2013,4.457869318863377,51.222631514547395
Argusvlinder,31,5,2013,4.457263986198232,51.19996901383623
Hooibeestje,31,5,2013,4.3615646174084395,51.21452718340792
Icarusblauwtje,31,5,2013,4.4512981464993215,51.22608047715388
Argusvlinder,5,6,2013,4.353166354158893,51.30676582945511
Boomblauwtje,5,6,2013,4.335058519421145,51.24495655364357
Dagpauwoog,5,6,2013,4.356917351288721,51.2562077171728
Hooibeestje,5,6,2013,4.301995606571436,51.25552649945952
Icarusblauwtje,5,6,2013,4.324014072204009,51.2233592031151
Klein koolwitje,5,6,2013,4.281375492960215,51.19989420893602
Argusvlinder,7,6,2013,4.349284239336849,51.285054554985834
Bruin blauwtje,7,6,2013,4.332973578795791,51.28277247521095
Hooibeestje,7,6,2013,4.324844612963498,51.33041949762031
Icarusblauwtje,7,6,2013,4.412426814381034,51.32522908091545
Argusvlinder,6,7,2013,4.29981645363383,51.19649153520353
Groot dikkopje,6,7,2013,4.333210760392249,51.31273014662787
Hooibeestje,6,7,2013,4.29952465467155,51.35844407902099
Icarusblauwtje,6,7,2013,4.374345998456702,51.354175276318564
Klein geaderd witje,6,7,2013,4.434569031316787,51.29876854523085
Klein koolwitje,6,7,2013,4.329063741480932,51.33969868883491
Kleine vos,6,7,2013,4.3124468280375,51.19438532722182
Bont zandoogje,21,7,2013,4.428037820514292,51.22584878537804
Bruin zandoogje,21,7,2013,4.366382148014382,51.26731195539236
Dagpauwoog,21,7,2013,4.362577167656273,51.31629122831858
Groot koolwitje,21,7,2013,4.38483928273432,51.232498550983145
Hooibeestje,21,7,2013,4.434033746123315,51.30621728283353
Klein koolwitje,21,7,2013,4.43302159271203,51.24973573420197
Kleine vos,21,7,2013,4.265606307694688,51.274689148329195
Koninginnenpage,21,7,2013,4.273979791896418,51.21259555608034
Oranje zandoogje,21,7,2013,4.396714536976069,51.29163641287945
Zwartsprietdikkopje,21,7,2013,4.275085691167042,51.38714324418455
Argusvlinder,2,8,2013,4.35092287607491,51.33205368203111
Bont zandoogje,2,8,2013,4.34073983876966,51.28090180727653
Citroenvlinder,2,8,2013,4.435339014502243,51.246328427558765
Dagpauwoog,2,8,2013,4.276382341692225,51.278362858910114
Distelvlinder,2,8,2013,4.45778286954388,51.27273401819169
Gehakkelde aurelia,2,8,2013,4.4579617344681175,51.38541020984761
Hooibeestje,2,8,2013,4.389425143357367,51.35242641992867
Icarusblauwtje,2,8,2013,4.350418786602095,51.281502388287336
Klein koolwitje,2,8,2013,4.261159206870944,51.33089361033402
Kleine vos,2,8,2013,4.335729341898114,51.199747176384555
Oranje luzernevlinder,2,8,2013,4.292521954039112,51.27726786691695
Oranje zandoogje,2,8,2013,4.283000016715378,51.38514823472127
