observation_id	animal_scientific_name	animal_vernacular_name	animal_count	age	sex	sequence_id	lat	lng	image_sequence_datetime	camera_deployment_start	camera_deployment_end	deployment_tag_name	project_name	organisation_name
2f7857ee-61e6-4c69-ad18-946faa3e477d	Vulpes vulpes	Red Fox	1	infant	unknown	7f94e06c-489b-4db1-bb89-9d7eed4cea83	50.791636	4.698303	2018-05-26T23:52:16Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
46bb9e44-2b02-48ff-8920-1634e1c63190	Vulpes vulpes	Red Fox	1	infant	unknown	1508b83b-6af2-4696-aed8-ad7e14cf156a	50.791636	4.698303	2018-05-27T10:42:43Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
5ca7bdc0-9783-4828-9ca0-1d101005cf99	Vulpes vulpes	Red Fox	1	adult	unknown	ea536a8e-ed5e-4c9d-bbe4-c346a7c446e5	50.791636	4.698303	2018-05-27T22:57:46Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
b21a22da-d22f-4989-baa4-c65211142952	Vulpes vulpes	Red Fox	1	infant	unknown	ea536a8e-ed5e-4c9d-bbe4-c346a7c446e5	50.791636	4.698303	2018-05-27T22:57:46Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
63cde906-1b9e-44cf-ac6c-3f264b17dff7	Vulpes vulpes	Red Fox	1	adult	unknown	7746b9a8-e53a-4957-9fc3-88b8217cf862	50.791636	4.698303	2018-05-27T23:02:04Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
5a489f08-a585-409e-bf7e-50e889b9b280	Vulpes vulpes	Red Fox	1	infant	unknown	c0451c72-e043-4e63-a76b-49d199a4f185	50.791636	4.698303	2018-05-28T19:46:15Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
80fb6ac3-bc4b-41cc-91c6-d02a5c960dcb	Vulpes vulpes	Red Fox	1	adult	unknown	37c5aa6c-e8b9-4c00-8e91-bae480ccf5da	50.791636	4.698303	2018-05-29T13:27:29Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
da1917c6-cc1a-48f8-b710-5059d6f0c2d6	Vulpes vulpes	Red Fox	2	infant	unknown	37c5aa6c-e8b9-4c00-8e91-bae480ccf5da	50.791636	4.698303	2018-05-29T13:27:29Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
85ac1515-7368-4b1e-a793-42af3a53319e	Sus scrofa	wild boar	1	adult	female	22d2abfa-f555-416f-bf15-392f50031f20	50.791636	4.698303	2018-05-29T15:19:10Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
3f1a62e6-7a56-49d8-a063-1f8a7faa90f3	Sus scrofa	wild boar	1	infant	unknown	22d2abfa-f555-416f-bf15-392f50031f20	50.791636	4.698303	2018-05-29T15:19:10Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
6e469644-3ebe-4ad5-9e62-72297a9194b3	Vulpes vulpes	Red Fox	1	infant	unknown	5f13176f-4825-4391-be28-458620a3b9e6	50.791636	4.698303	2018-05-29T18:53:55Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
a7a530d0-044c-4e8a-8d15-00f11b6baccc	Vulpes vulpes	Red Fox	1	adult	unknown	0eba643b-6cce-4189-b5c2-3c684f0a0e55	50.791636	4.698303	2018-05-29T22:07:39Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
526acec1-b974-43b8-93f7-54266fd98e23	Vulpes vulpes	Red Fox	3	infant	unknown	0eba643b-6cce-4189-b5c2-3c684f0a0e55	50.791636	4.698303	2018-05-29T22:14:53Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
a3dfd6ec-51ef-4024-b0e0-e852ec1bd15f	Vulpes vulpes	Red Fox	1	adult	unknown	a51691ca-eb98-4ac0-a971-daa3f3ac6804	50.791636	4.698303	2018-05-29T22:23:58Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
43afe179-5122-4413-9087-f9e9ffd82423	Vulpes vulpes	Red Fox	1	infant	unknown	a51691ca-eb98-4ac0-a971-daa3f3ac6804	50.791636	4.698303	2018-05-29T22:23:58Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
fc0b04d1-aa4e-4786-8f5e-f19577c7bf8a	Vulpes vulpes	Red Fox	1	adult	unknown	ad4ee52f-1891-4059-8997-5f2f00daf429	50.791636	4.698303	2018-05-29T22:26:22Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
73b9d65d-1614-4c04-902e-cb6f7d524099	Vulpes vulpes	Red Fox	1	adult	unknown	e242144c-75ca-4cd7-9280-dd0c9c6c5012	50.791636	4.698303	2018-05-29T22:29:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
ff5efc20-422f-436a-a709-7681cf268f16	Vulpes vulpes	Red Fox	1	infant	unknown	e242144c-75ca-4cd7-9280-dd0c9c6c5012	50.791636	4.698303	2018-05-29T22:29:25Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
8abc3502-99a1-46d9-88c1-ecf3f68c32e0	Vulpes vulpes	Red Fox	2	adult	unknown	dd08658f-da96-4602-a4fd-8fd866b9d021	50.791636	4.698303	2018-05-29T23:24:38Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
11be2cd9-43df-4de9-b49f-761a180a6591	Vulpes vulpes	Red Fox	1	infant	unknown	dd08658f-da96-4602-a4fd-8fd866b9d021	50.791636	4.698303	2018-05-29T23:24:38Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
7ef6116c-3899-4153-bfa9-892e1d65b55b	Vulpes vulpes	Red Fox	1	infant	unknown	ef698a05-8b01-4b03-a967-84de7cd0ba3e	50.791636	4.698303	2018-05-30T16:35:57Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
15185573-69af-4b9d-8301-be016f87976b	Vulpes vulpes	Red Fox	1	adult	unknown	86118fce-2d90-4b1f-9215-c555d99dac75	50.791636	4.698303	2018-05-30T17:07:58Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
1b41f3c3-b8c5-4f35-ac2e-1724fb4e6ad6	Vulpes vulpes	Red Fox	1	infant	unknown	86118fce-2d90-4b1f-9215-c555d99dac75	50.791636	4.698303	2018-05-30T17:07:58Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
9229779f-2798-4e92-998c-91a12822302b	Vulpes vulpes	Red Fox	1	adult	unknown	0d5c9258-073c-40f5-97b8-b8a2ea396845	50.791636	4.698303	2018-05-30T17:14:55Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
9628e622-c39f-4b7e-ba92-d80b448646ac	Vulpes vulpes	Red Fox	4	infant	unknown	0d5c9258-073c-40f5-97b8-b8a2ea396845	50.791636	4.698303	2018-05-30T17:14:55Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
5c1413f1-36eb-4c40-ab17-afafcfc9917d	Vulpes vulpes	Red Fox	1	infant	unknown	541bd127-ba6f-40de-becf-6d00bfa1935b	50.791636	4.698303	2018-05-31T18:42:33Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
0502adc0-153e-4765-913f-c023a3dbd000	Vulpes vulpes	Red Fox	1	adult	unknown	f4332698-f81e-4ba2-9249-35b8597b53d6	50.791636	4.698303	2018-06-01T10:34:50Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
3b5e2eeb-35e6-4bef-a0c2-093a06bce051	Vulpes vulpes	Red Fox	1	adult	unknown	38b83048-92d6-4658-a3c1-7e0ba8c0bd15	50.791636	4.698303	2018-06-01T16:19:18Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
59754a3c-41ac-41a4-9c0b-163235c8fab2	Vulpes vulpes	Red Fox	1	adult	unknown	6239a529-0c6a-4e8a-9ce1-6c992ff73f5a	50.791636	4.698303	2018-06-02T02:12:11Z	2018-04-28T14:01:50Z	2018-06-02T15:28:12Z	Red Forest East	Monitoring for Coding	INBO abroad
