lon;lat;species;year;n
4,24266;50,83758;Vanessa atalanta;2005;4,750000
4,24266;50,83758;Vanessa atalanta;2006;1,555556
4,24266;50,83758;Vanessa atalanta;2007;1,857143
4,31239;50,79185;Celastrina argiolus;2006;5,500000
4,31239;50,79185;Celastrina argiolus;2007;2,250000
4,31239;50,79185;Celastrina argiolus;2008;1,500000
4,31239;50,79185;Celastrina argiolus;2009;1,000000
4,31239;50,79185;Vanessa atalanta;2001;1,000000
4,31239;50,79185;Vanessa atalanta;2002;2,000000
4,31239;50,79185;Vanessa atalanta;2003;1,000000
4,31239;50,79185;Vanessa atalanta;2006;1,928571
4,31239;50,79185;Vanessa atalanta;2007;1,000000
4,31365;50,83680;Celastrina argiolus;2005;1,000000
4,31365;50,83680;Celastrina argiolus;2006;1,000000
4,31365;50,83680;Celastrina argiolus;2007;1,400000
4,31365;50,83680;Gonepteryx rhamni;2007;1,000000
4,31365;50,83680;Ochlodes sylvanus;2005;2,333333
4,31365;50,83680;Ochlodes sylvanus;2007;4,000000
4,31365;50,83680;Vanessa atalanta;2005;2,500000
4,31365;50,83680;Vanessa atalanta;2006;2,909091
4,31365;50,83680;Vanessa atalanta;2007;2,125000
4,31365;50,83680;Vanessa atalanta;2008;2,111111
4,31491;50,88176;Celastrina argiolus;2006;1,300000
4,31491;50,88176;Celastrina argiolus;2007;1,342857
4,31491;50,88176;Celastrina argiolus;2008;2,000000
4,31491;50,88176;Gonepteryx rhamni;2007;1,000000
4,31491;50,88176;Ochlodes sylvanus;2006;1,000000
4,31491;50,88176;Vanessa atalanta;2005;1,000000
4,31491;50,88176;Vanessa atalanta;2006;1,833333
4,31491;50,88176;Vanessa atalanta;2007;2,066667
4,31491;50,88176;Vanessa atalanta;2008;3,818182
4,38331;50,79103;Celastrina argiolus;2000;1,000000
4,38331;50,79103;Celastrina argiolus;2006;1,222222
4,38331;50,79103;Celastrina argiolus;2007;1,705882
4,38331;50,79103;Celastrina argiolus;2008;1,125000
4,38331;50,79103;Gonepteryx rhamni;2000;1,000000
4,38331;50,79103;Gonepteryx rhamni;2006;1,250000
4,38331;50,79103;Gonepteryx rhamni;2007;1,285714
4,38331;50,79103;Ochlodes sylvanus;2006;2,000000
4,38331;50,79103;Ochlodes sylvanus;2007;5,750000
4,38331;50,79103;Ochlodes sylvanus;2008;1,000000
4,38331;50,79103;Vanessa atalanta;2000;1,000000
4,38331;50,79103;Vanessa atalanta;2006;1,392157
4,38331;50,79103;Vanessa atalanta;2007;3,619048
4,38331;50,79103;Vanessa atalanta;2008;1,916667
4,38464;50,83598;Celastrina argiolus;2005;1,000000
4,38464;50,83598;Celastrina argiolus;2006;3,181818
4,38464;50,83598;Celastrina argiolus;2007;1,285714
4,38464;50,83598;Celastrina argiolus;2008;1,200000
4,38464;50,83598;Gonepteryx rhamni;2006;2,000000
4,38464;50,83598;Gonepteryx rhamni;2007;1,400000
4,38464;50,83598;Gonepteryx rhamni;2008;1,000000
4,38464;50,83598;Vanessa atalanta;2000;1,000000
4,38464;50,83598;Vanessa atalanta;2001;1,000000
4,38464;50,83598;Vanessa atalanta;2003;1,000000
4,38464;50,83598;Vanessa atalanta;2004;1,500000
4,38464;50,83598;Vanessa atalanta;2006;1,166667
4,38464;50,83598;Vanessa atalanta;2007;1,000000
4,38464;50,83598;Vanessa atalanta;2008;1,000000
4,38597;50,88093;Celastrina argiolus;2006;2,777778
4,38597;50,88093;Celastrina argiolus;2007;1,125000
4,38597;50,88093;Celastrina argiolus;2008;1,428571
4,38597;50,88093;Gonepteryx rhamni;2007;2,500000
4,38597;50,88093;Ochlodes sylvanus;2006;3,000000
4,38597;50,88093;Ochlodes sylvanus;2007;1,000000
4,38597;50,88093;Ochlodes sylvanus;2008;1,000000
4,38597;50,88093;Vanessa atalanta;2006;7,684211
4,38597;50,88093;Vanessa atalanta;2007;1,125000
4,38597;50,88093;Vanessa atalanta;2008;1,727273
4,38597;50,88093;Vanessa atalanta;2010;2,000000
4,38730;50,92588;Celastrina argiolus;2006;1,000000
4,38730;50,92588;Vanessa atalanta;2006;1,000000
4,45422;50,79017;Celastrina argiolus;2006;1,000000
4,45422;50,79017;Celastrina argiolus;2007;1,250000
4,45422;50,79017;Celastrina argiolus;2008;2,000000
4,45422;50,79017;Ochlodes sylvanus;2008;1,500000
4,45422;50,79017;Vanessa atalanta;2006;2,000000
4,45422;50,79017;Vanessa atalanta;2007;2,400000
4,45422;50,79017;Vanessa atalanta;2008;3,545455
4,45562;50,83512;Celastrina argiolus;2002;3,000000
4,45562;50,83512;Celastrina argiolus;2005;1,000000
4,45562;50,83512;Celastrina argiolus;2006;1,500000
4,45562;50,83512;Celastrina argiolus;2007;1,363636
4,45562;50,83512;Celastrina argiolus;2008;1,000000
4,45562;50,83512;Ochlodes sylvanus;2006;1,000000
4,45562;50,83512;Ochlodes sylvanus;2007;2,000000
4,45562;50,83512;Ochlodes sylvanus;2008;1,000000
4,45562;50,83512;Vanessa atalanta;2002;1,000000
4,45562;50,83512;Vanessa atalanta;2003;1,000000
4,45562;50,83512;Vanessa atalanta;2004;2,000000
4,45562;50,83512;Vanessa atalanta;2006;1,891304
4,45562;50,83512;Vanessa atalanta;2007;1,285714
4,45562;50,83512;Vanessa atalanta;2008;1,000000
4,45702;50,88007;Celastrina argiolus;2006;2,000000
4,45702;50,88007;Celastrina argiolus;2007;1,000000
4,45702;50,88007;Celastrina argiolus;2008;1,000000
4,45702;50,88007;Vanessa atalanta;2006;1,000000
4,45702;50,88007;Vanessa atalanta;2007;1,000000
4,45702;50,88007;Vanessa atalanta;2008;1,666667
5,10645;51,09500;Ochlodes sylvanus;2007;1,000000
3,39248;51,06835;Celastrina argiolus;2007;1,000000
3,39248;51,06835;Celastrina argiolus;2008;1,400000
3,39248;51,06835;Gonepteryx rhamni;2007;1,000000
3,39248;51,06835;Vanessa atalanta;2007;1,000000
3,39248;51,06835;Vanessa atalanta;2008;1,875000
3,39248;51,06835;Vanessa atalanta;2009;1,000000
3,39286;51,11331;Celastrina argiolus;2000;1,000000
3,39286;51,11331;Celastrina argiolus;2003;1,000000
3,39286;51,11331;Celastrina argiolus;2004;1,000000
3,39286;51,11331;Celastrina argiolus;2006;1,000000
3,39286;51,11331;Celastrina argiolus;2007;2,500000
3,39286;51,11331;Celastrina argiolus;2010;2,000000
3,39286;51,11331;Gonepteryx rhamni;2000;1,666667
3,39286;51,11331;Gonepteryx rhamni;2002;1,000000
3,39286;51,11331;Gonepteryx rhamni;2003;1,000000
3,39286;51,11331;Gonepteryx rhamni;2004;1,500000
3,39286;51,11331;Gonepteryx rhamni;2005;1,000000
3,39286;51,11331;Gonepteryx rhamni;2006;1,000000
3,39286;51,11331;Ochlodes sylvanus;2000;2,000000
3,39286;51,11331;Ochlodes sylvanus;2001;1,000000
3,39286;51,11331;Ochlodes sylvanus;2002;2,250000
3,39286;51,11331;Ochlodes sylvanus;2003;1,333333
3,39286;51,11331;Ochlodes sylvanus;2004;1,333333
3,39286;51,11331;Ochlodes sylvanus;2005;1,000000
3,39286;51,11331;Ochlodes sylvanus;2006;1,000000
3,39286;51,11331;Ochlodes sylvanus;2007;3,000000
3,39286;51,11331;Ochlodes sylvanus;2010;11,666667
3,39286;51,11331;Vanessa atalanta;2000;3,076923
3,39286;51,11331;Vanessa atalanta;2001;5,000000
3,39286;51,11331;Vanessa atalanta;2002;6,428571
3,39286;51,11331;Vanessa atalanta;2003;5,150000
3,39286;51,11331;Vanessa atalanta;2004;2,750000
3,39286;51,11331;Vanessa atalanta;2005;1,750000
3,39286;51,11331;Vanessa atalanta;2006;1,952381
3,39286;51,11331;Vanessa atalanta;2007;2,148936
3,39286;51,11331;Vanessa atalanta;2009;2,000000
3,39286;51,11331;Vanessa atalanta;2010;1,500000
3,39324;51,15828;Celastrina argiolus;2003;2,000000
3,39324;51,15828;Celastrina argiolus;2006;1,000000
3,39324;51,15828;Celastrina argiolus;2007;1,000000
3,39324;51,15828;Celastrina argiolus;2010;1,500000
3,39324;51,15828;Gonepteryx rhamni;2003;2,000000
3,39324;51,15828;Gonepteryx rhamni;2004;1,000000
3,39324;51,15828;Gonepteryx rhamni;2005;1,250000
3,39324;51,15828;Ochlodes sylvanus;2007;1,000000
3,39324;51,15828;Ochlodes sylvanus;2010;4,250000
3,39324;51,15828;Vanessa atalanta;2001;1,000000
3,39324;51,15828;Vanessa atalanta;2003;6,928571
3,39324;51,15828;Vanessa atalanta;2004;2,500000
3,39324;51,15828;Vanessa atalanta;2005;2,000000
3,39324;51,15828;Vanessa atalanta;2006;2,761905
3,39324;51,15828;Vanessa atalanta;2007;2,722222
3,39324;51,15828;Vanessa atalanta;2010;2,400000
3,39363;51,20324;Celastrina argiolus;2000;1,000000
3,39363;51,20324;Celastrina argiolus;2002;1,000000
3,39363;51,20324;Celastrina argiolus;2003;2,142857
3,39363;51,20324;Celastrina argiolus;2004;1,000000
3,39363;51,20324;Celastrina argiolus;2006;1,750000
3,39363;51,20324;Celastrina argiolus;2007;2,777778
3,39363;51,20324;Celastrina argiolus;2009;1,000000
3,39363;51,20324;Celastrina argiolus;2010;3,000000
3,39363;51,20324;Gonepteryx rhamni;2000;1,000000
3,39363;51,20324;Gonepteryx rhamni;2001;1,000000
3,39363;51,20324;Gonepteryx rhamni;2002;1,000000
3,39363;51,20324;Gonepteryx rhamni;2003;1,500000
3,39363;51,20324;Gonepteryx rhamni;2006;1,000000
3,39363;51,20324;Ochlodes sylvanus;2000;5,333333
3,39363;51,20324;Ochlodes sylvanus;2001;1,000000
3,39363;51,20324;Ochlodes sylvanus;2002;5,000000
3,39363;51,20324;Ochlodes sylvanus;2003;3,500000
3,39363;51,20324;Ochlodes sylvanus;2004;1,000000
3,39363;51,20324;Ochlodes sylvanus;2006;6,000000
3,39363;51,20324;Ochlodes sylvanus;2007;4,750000
3,39363;51,20324;Ochlodes sylvanus;2009;2,000000
3,39363;51,20324;Ochlodes sylvanus;2010;9,000000
3,39363;51,20324;Vanessa atalanta;2000;4,000000
3,39363;51,20324;Vanessa atalanta;2001;3,571429
3,39363;51,20324;Vanessa atalanta;2002;5,000000
3,39363;51,20324;Vanessa atalanta;2003;3,333333
3,39363;51,20324;Vanessa atalanta;2004;2,333333
3,39363;51,20324;Vanessa atalanta;2005;2,000000
3,39363;51,20324;Vanessa atalanta;2006;2,714286
3,39363;51,20324;Vanessa atalanta;2007;4,250000
3,39363;51,20324;Vanessa atalanta;2009;3,000000
3,39363;51,20324;Vanessa atalanta;2010;5,000000
3,39401;51,24820;Celastrina argiolus;2000;1,947368
3,39401;51,24820;Celastrina argiolus;2001;1,000000
3,39401;51,24820;Celastrina argiolus;2002;2,000000
3,39401;51,24820;Celastrina argiolus;2003;1,333333
3,39401;51,24820;Celastrina argiolus;2004;1,000000
3,39401;51,24820;Celastrina argiolus;2005;1,714286
3,39401;51,24820;Celastrina argiolus;2006;1,769231
3,39401;51,24820;Celastrina argiolus;2007;2,894737
3,39401;51,24820;Celastrina argiolus;2008;1,000000
3,39401;51,24820;Gonepteryx rhamni;2000;2,500000
3,39401;51,24820;Gonepteryx rhamni;2001;1,000000
3,39401;51,24820;Gonepteryx rhamni;2002;1,285714
3,39401;51,24820;Gonepteryx rhamni;2003;1,800000
3,39401;51,24820;Gonepteryx rhamni;2004;2,000000
3,39401;51,24820;Gonepteryx rhamni;2005;2,333333
3,39401;51,24820;Gonepteryx rhamni;2006;1,000000
3,39401;51,24820;Gonepteryx rhamni;2007;1,000000
3,39401;51,24820;Ochlodes sylvanus;2000;1,333333
3,39401;51,24820;Ochlodes sylvanus;2001;1,000000
3,39401;51,24820;Ochlodes sylvanus;2002;2,500000
3,39401;51,24820;Ochlodes sylvanus;2004;1,666667
3,39401;51,24820;Ochlodes sylvanus;2006;8,166667
3,39401;51,24820;Ochlodes sylvanus;2007;1,000000
3,39401;51,24820;Ochlodes sylvanus;2010;21,000000
3,39401;51,24820;Vanessa atalanta;2000;4,471910
3,39401;51,24820;Vanessa atalanta;2001;2,368421
3,39401;51,24820;Vanessa atalanta;2002;3,187500
3,39401;51,24820;Vanessa atalanta;2003;11,333333
3,39401;51,24820;Vanessa atalanta;2004;3,125000
3,39401;51,24820;Vanessa atalanta;2005;3,750000
3,39401;51,24820;Vanessa atalanta;2006;2,681818
3,39401;51,24820;Vanessa atalanta;2007;2,419355
3,39401;51,24820;Vanessa atalanta;2009;1,000000
3,39401;51,24820;Vanessa atalanta;2010;1,000000
3,46250;50,93321;Vanessa atalanta;2010;1,000000
3,46294;50,97817;Celastrina argiolus;2003;1,238095
3,46294;50,97817;Celastrina argiolus;2004;1,363636
3,46294;50,97817;Celastrina argiolus;2009;1,307692
3,46294;50,97817;Ochlodes sylvanus;2003;1,000000
3,46294;50,97817;Vanessa atalanta;2003;2,204082
3,46294;50,97817;Vanessa atalanta;2004;1,413793
3,46294;50,97817;Vanessa atalanta;2009;2,761905
3,46339;51,02313;Celastrina argiolus;2003;1,500000
3,46339;51,02313;Celastrina argiolus;2007;1,000000
3,46339;51,02313;Gonepteryx rhamni;2003;1,000000
3,46339;51,02313;Vanessa atalanta;2000;2,333333
3,46339;51,02313;Vanessa atalanta;2002;2,000000
3,46339;51,02313;Vanessa atalanta;2003;2,500000
3,46339;51,02313;Vanessa atalanta;2007;1,666667
3,46384;51,06809;Celastrina argiolus;2003;1,000000
3,46384;51,06809;Celastrina argiolus;2006;1,000000
3,46384;51,06809;Celastrina argiolus;2007;1,000000
3,46384;51,06809;Gonepteryx rhamni;2002;1,000000
3,46384;51,06809;Gonepteryx rhamni;2003;1,000000
3,46384;51,06809;Ochlodes sylvanus;2005;10,000000
3,46384;51,06809;Vanessa atalanta;2002;1,000000
3,46384;51,06809;Vanessa atalanta;2003;1,000000
3,46384;51,06809;Vanessa atalanta;2004;1,000000
3,46384;51,06809;Vanessa atalanta;2006;1,000000
3,46384;51,06809;Vanessa atalanta;2008;1,000000
3,46384;51,06809;Vanessa atalanta;2009;2,000000
3,46384;51,06809;Vanessa atalanta;2010;1,000000
3,46429;51,11305;Celastrina argiolus;2000;1,691011
3,46429;51,11305;Celastrina argiolus;2001;1,259259
3,46429;51,11305;Celastrina argiolus;2002;1,482014
3,46429;51,11305;Celastrina argiolus;2003;1,306122
3,46429;51,11305;Celastrina argiolus;2004;1,093023
3,46429;51,11305;Celastrina argiolus;2005;1,243243
3,46429;51,11305;Celastrina argiolus;2006;1,126761
3,46429;51,11305;Celastrina argiolus;2007;1,636364
3,46429;51,11305;Celastrina argiolus;2008;1,000000
3,46429;51,11305;Celastrina argiolus;2009;3,000000
3,46429;51,11305;Celastrina argiolus;2010;5,000000
3,46429;51,11305;Gonepteryx rhamni;2000;1,086957
3,46429;51,11305;Gonepteryx rhamni;2001;1,055556
3,46429;51,11305;Gonepteryx rhamni;2002;2,131868
3,46429;51,11305;Gonepteryx rhamni;2003;1,391753
3,46429;51,11305;Gonepteryx rhamni;2004;1,392857
3,46429;51,11305;Gonepteryx rhamni;2005;1,076923
3,46429;51,11305;Gonepteryx rhamni;2006;1,000000
3,46429;51,11305;Gonepteryx rhamni;2007;2,000000
3,46429;51,11305;Ochlodes sylvanus;2000;3,000000
3,46429;51,11305;Ochlodes sylvanus;2001;1,000000
3,46429;51,11305;Ochlodes sylvanus;2003;1,400000
3,46429;51,11305;Ochlodes sylvanus;2004;1,222222
3,46429;51,11305;Ochlodes sylvanus;2005;1,000000
3,46429;51,11305;Ochlodes sylvanus;2006;1,000000
3,46429;51,11305;Ochlodes sylvanus;2008;2,000000
3,46429;51,11305;Ochlodes sylvanus;2009;1,000000
3,46429;51,11305;Ochlodes sylvanus;2010;1,000000
3,46429;51,11305;Vanessa atalanta;2000;2,609170
3,46429;51,11305;Vanessa atalanta;2001;5,287324
3,46429;51,11305;Vanessa atalanta;2002;4,208877
3,46429;51,11305;Vanessa atalanta;2003;3,848233
3,46429;51,11305;Vanessa atalanta;2004;3,479263
3,46429;51,11305;Vanessa atalanta;2005;4,947195
3,46429;51,11305;Vanessa atalanta;2006;2,152047
3,46429;51,11305;Vanessa atalanta;2007;5,235294
3,46429;51,11305;Vanessa atalanta;2008;9,000000
3,46429;51,11305;Vanessa atalanta;2009;11,000000
3,46429;51,11305;Vanessa atalanta;2010;15,000000
3,46474;51,15801;Celastrina argiolus;2000;1,400000
3,46474;51,15801;Celastrina argiolus;2001;1,333333
3,46474;51,15801;Celastrina argiolus;2002;1,466667
3,46474;51,15801;Celastrina argiolus;2003;1,090909
3,46474;51,15801;Celastrina argiolus;2004;1,285714
3,46474;51,15801;Celastrina argiolus;2005;1,800000
3,46474;51,15801;Celastrina argiolus;2006;1,347826
3,46474;51,15801;Celastrina argiolus;2007;2,724138
3,46474;51,15801;Gonepteryx rhamni;2000;3,645161
3,46474;51,15801;Gonepteryx rhamni;2001;6,138889
3,46474;51,15801;Gonepteryx rhamni;2002;6,000000
3,46474;51,15801;Gonepteryx rhamni;2003;5,814286
3,46474;51,15801;Gonepteryx rhamni;2004;7,500000
3,46474;51,15801;Gonepteryx rhamni;2005;5,116667
3,46474;51,15801;Gonepteryx rhamni;2006;2,471698
3,46474;51,15801;Gonepteryx rhamni;2007;1,432432
3,46474;51,15801;Ochlodes sylvanus;2000;7,600000
3,46474;51,15801;Ochlodes sylvanus;2001;4,000000
3,46474;51,15801;Ochlodes sylvanus;2002;4,166667
3,46474;51,15801;Ochlodes sylvanus;2003;16,833333
3,46474;51,15801;Ochlodes sylvanus;2004;2,666667
3,46474;51,15801;Ochlodes sylvanus;2005;12,375000
3,46474;51,15801;Ochlodes sylvanus;2006;2,333333
3,46474;51,15801;Ochlodes sylvanus;2007;4,000000
3,46474;51,15801;Ochlodes sylvanus;2009;1,000000
3,46474;51,15801;Ochlodes sylvanus;2010;1,000000
3,46474;51,15801;Vanessa atalanta;2000;5,941176
3,46474;51,15801;Vanessa atalanta;2001;5,170732
3,46474;51,15801;Vanessa atalanta;2002;3,048780
3,46474;51,15801;Vanessa atalanta;2003;4,230769
3,46474;51,15801;Vanessa atalanta;2004;1,500000
3,46474;51,15801;Vanessa atalanta;2005;1,903226
3,46474;51,15801;Vanessa atalanta;2006;2,400000
3,46474;51,15801;Vanessa atalanta;2007;2,466667
3,46474;51,15801;Vanessa atalanta;2008;10,000000
3,46474;51,15801;Vanessa atalanta;2010;1,500000
3,46519;51,20297;Celastrina argiolus;2000;1,437500
3,46519;51,20297;Celastrina argiolus;2001;1,125000
3,46519;51,20297;Celastrina argiolus;2002;1,652174
3,46519;51,20297;Celastrina argiolus;2003;4,130435
3,46519;51,20297;Celastrina argiolus;2004;1,526316
3,46519;51,20297;Celastrina argiolus;2005;1,111111
3,46519;51,20297;Celastrina argiolus;2006;3,173913
3,46519;51,20297;Celastrina argiolus;2007;3,917647
3,46519;51,20297;Celastrina argiolus;2008;1,250000
3,46519;51,20297;Celastrina argiolus;2009;1,000000
3,46519;51,20297;Gonepteryx rhamni;2000;1,000000
3,46519;51,20297;Gonepteryx rhamni;2001;1,500000
3,46519;51,20297;Gonepteryx rhamni;2002;1,000000
3,46519;51,20297;Gonepteryx rhamni;2003;1,285714
3,46519;51,20297;Gonepteryx rhamni;2004;1,000000
3,46519;51,20297;Gonepteryx rhamni;2005;1,000000
3,46519;51,20297;Gonepteryx rhamni;2006;1,000000
3,46519;51,20297;Gonepteryx rhamni;2007;1,000000
3,46519;51,20297;Gonepteryx rhamni;2008;1,000000
3,46519;51,20297;Ochlodes sylvanus;2000;1,000000
3,46519;51,20297;Ochlodes sylvanus;2003;1,000000
3,46519;51,20297;Ochlodes sylvanus;2006;1,000000
3,46519;51,20297;Ochlodes sylvanus;2007;2,333333
3,46519;51,20297;Vanessa atalanta;2000;2,210191
3,46519;51,20297;Vanessa atalanta;2001;1,754717
3,46519;51,20297;Vanessa atalanta;2002;1,589286
3,46519;51,20297;Vanessa atalanta;2003;3,382353
3,46519;51,20297;Vanessa atalanta;2004;1,846154
3,46519;51,20297;Vanessa atalanta;2005;2,972973
3,46519;51,20297;Vanessa atalanta;2006;2,750000
3,46519;51,20297;Vanessa atalanta;2007;2,496063
3,46519;51,20297;Vanessa atalanta;2008;1,000000
3,46519;51,20297;Vanessa atalanta;2009;2,000000
3,46565;51,24793;Celastrina argiolus;2000;1,476190
3,46565;51,24793;Celastrina argiolus;2001;1,555556
3,46565;51,24793;Celastrina argiolus;2002;1,153846
3,46565;51,24793;Celastrina argiolus;2003;1,095238
3,46565;51,24793;Celastrina argiolus;2004;1,000000
3,46565;51,24793;Celastrina argiolus;2005;1,615385
3,46565;51,24793;Celastrina argiolus;2006;1,687500
3,46565;51,24793;Celastrina argiolus;2007;2,391892
3,46565;51,24793;Gonepteryx rhamni;2000;1,000000
3,46565;51,24793;Gonepteryx rhamni;2001;1,000000
3,46565;51,24793;Gonepteryx rhamni;2002;1,166667
3,46565;51,24793;Gonepteryx rhamni;2003;1,000000
3,46565;51,24793;Gonepteryx rhamni;2004;1,000000
3,46565;51,24793;Gonepteryx rhamni;2005;1,166667
3,46565;51,24793;Gonepteryx rhamni;2006;1,000000
3,46565;51,24793;Gonepteryx rhamni;2007;1,000000
3,46565;51,24793;Ochlodes sylvanus;2000;2,375000
3,46565;51,24793;Ochlodes sylvanus;2001;1,500000
3,46565;51,24793;Ochlodes sylvanus;2002;2,000000
3,46565;51,24793;Ochlodes sylvanus;2004;5,500000
3,46565;51,24793;Ochlodes sylvanus;2005;1,000000
3,46565;51,24793;Ochlodes sylvanus;2006;1,000000
3,46565;51,24793;Ochlodes sylvanus;2007;1,000000
3,46565;51,24793;Ochlodes sylvanus;2010;2,000000
3,46565;51,24793;Vanessa atalanta;2000;7,367347
3,46565;51,24793;Vanessa atalanta;2001;3,601307
3,46565;51,24793;Vanessa atalanta;2002;6,341667
3,46565;51,24793;Vanessa atalanta;2003;7,949580
3,46565;51,24793;Vanessa atalanta;2004;2,428571
3,46565;51,24793;Vanessa atalanta;2005;3,525424
3,46565;51,24793;Vanessa atalanta;2006;4,075188
3,46565;51,24793;Vanessa atalanta;2007;3,729927
3,46565;51,24793;Vanessa atalanta;2010;1,000000
3,53160;50,75306;Celastrina argiolus;2006;1,000000
3,53160;50,75306;Celastrina argiolus;2009;1,000000
3,53160;50,75306;Gonepteryx rhamni;2003;3,000000
3,53160;50,75306;Gonepteryx rhamni;2004;3,000000
3,53160;50,75306;Vanessa atalanta;2004;1,000000
3,53160;50,75306;Vanessa atalanta;2005;3,000000
3,53160;50,75306;Vanessa atalanta;2006;1,428571
3,53211;50,79802;Celastrina argiolus;2007;1,000000
3,53211;50,79802;Vanessa atalanta;2007;1,000000
3,53211;50,79802;Vanessa atalanta;2009;1,333333
3,53313;50,88795;Celastrina argiolus;2003;1,000000
3,53313;50,88795;Gonepteryx rhamni;2004;1,000000
3,53313;50,88795;Vanessa atalanta;2003;2,333333
3,53365;50,93291;Gonepteryx rhamni;2003;1,000000
3,53365;50,93291;Gonepteryx rhamni;2004;1,000000
3,53365;50,93291;Gonepteryx rhamni;2007;1,000000
3,53416;50,97787;Gonepteryx rhamni;2004;1,000000
3,53416;50,97787;Ochlodes sylvanus;2003;1,000000
3,53416;50,97787;Vanessa atalanta;2003;1,000000
3,53416;50,97787;Vanessa atalanta;2004;1,000000
3,53416;50,97787;Vanessa atalanta;2006;1,000000
3,53416;50,97787;Vanessa atalanta;2008;1,000000
3,53416;50,97787;Vanessa atalanta;2009;3,000000
3,53468;51,02283;Celastrina argiolus;2000;1,803571
3,53468;51,02283;Celastrina argiolus;2001;1,307692
3,53468;51,02283;Celastrina argiolus;2007;1,000000
3,53468;51,02283;Gonepteryx rhamni;2000;1,000000
3,53468;51,02283;Vanessa atalanta;2000;9,166667
3,53468;51,02283;Vanessa atalanta;2001;8,470588
3,53468;51,02283;Vanessa atalanta;2003;1,000000
3,53520;51,06779;Celastrina argiolus;2000;1,000000
3,53520;51,06779;Celastrina argiolus;2002;1,166667
3,53520;51,06779;Celastrina argiolus;2003;1,000000
3,53520;51,06779;Celastrina argiolus;2004;1,071429
3,53520;51,06779;Celastrina argiolus;2005;1,166667
3,53520;51,06779;Celastrina argiolus;2006;1,000000
3,53520;51,06779;Gonepteryx rhamni;2000;1,000000
3,53520;51,06779;Gonepteryx rhamni;2001;1,333333
3,53520;51,06779;Gonepteryx rhamni;2002;1,083333
3,53520;51,06779;Gonepteryx rhamni;2003;1,263158
3,53520;51,06779;Gonepteryx rhamni;2004;1,090909
3,53520;51,06779;Gonepteryx rhamni;2005;1,090909
3,53520;51,06779;Gonepteryx rhamni;2006;1,000000
