lon;lat;species;year;n
3,67791;51,06705;Celastrina argiolus;2007;1,307692
3,67791;51,06705;Celastrina argiolus;2008;1,250000
3,67791;51,06705;Celastrina argiolus;2010;1,000000
3,67791;51,06705;Gonepteryx rhamni;2000;1,000000
3,67791;51,06705;Gonepteryx rhamni;2001;1,250000
3,67791;51,06705;Gonepteryx rhamni;2002;1,333333
3,67791;51,06705;Gonepteryx rhamni;2003;1,380952
3,67791;51,06705;Gonepteryx rhamni;2004;1,166667
3,67791;51,06705;Gonepteryx rhamni;2005;1,000000
3,67791;51,06705;Gonepteryx rhamni;2006;1,000000
3,67791;51,06705;Ochlodes sylvanus;2000;2,514286
3,67791;51,06705;Ochlodes sylvanus;2001;1,000000
3,67791;51,06705;Ochlodes sylvanus;2002;2,666667
3,67791;51,06705;Ochlodes sylvanus;2003;2,333333
3,67791;51,06705;Ochlodes sylvanus;2004;3,000000
3,67791;51,06705;Ochlodes sylvanus;2005;1,000000
3,67791;51,06705;Ochlodes sylvanus;2006;1,750000
3,67791;51,06705;Vanessa atalanta;2000;1,836653
3,67791;51,06705;Vanessa atalanta;2001;2,452632
3,67791;51,06705;Vanessa atalanta;2002;2,064516
3,67791;51,06705;Vanessa atalanta;2003;2,681818
3,67791;51,06705;Vanessa atalanta;2004;1,722222
3,67791;51,06705;Vanessa atalanta;2005;1,781818
3,67791;51,06705;Vanessa atalanta;2006;2,975610
3,67791;51,06705;Vanessa atalanta;2007;2,125000
3,67791;51,06705;Vanessa atalanta;2009;1,090909
3,67791;51,06705;Vanessa atalanta;2010;2,500000
3,67856;51,11201;Celastrina argiolus;2000;3,947368
3,67856;51,11201;Celastrina argiolus;2001;1,000000
3,67856;51,11201;Celastrina argiolus;2002;4,000000
3,67856;51,11201;Celastrina argiolus;2006;1,000000
3,67856;51,11201;Celastrina argiolus;2007;1,000000
3,67856;51,11201;Celastrina argiolus;2009;1,000000
3,67856;51,11201;Gonepteryx rhamni;2000;1,000000
3,67856;51,11201;Gonepteryx rhamni;2001;1,750000
3,67856;51,11201;Gonepteryx rhamni;2002;1,000000
3,67856;51,11201;Gonepteryx rhamni;2004;1,000000
3,67856;51,11201;Gonepteryx rhamni;2006;1,000000
3,67856;51,11201;Ochlodes sylvanus;2001;1,000000
3,67856;51,11201;Ochlodes sylvanus;2004;2,000000
3,67856;51,11201;Ochlodes sylvanus;2009;2,000000
3,67856;51,11201;Vanessa atalanta;2000;1,350000
3,67856;51,11201;Vanessa atalanta;2001;3,533333
3,67856;51,11201;Vanessa atalanta;2002;3,333333
3,67856;51,11201;Vanessa atalanta;2003;1,600000
3,67856;51,11201;Vanessa atalanta;2006;1,230769
3,67856;51,11201;Vanessa atalanta;2007;1,000000
3,67856;51,11201;Vanessa atalanta;2009;5,000000
3,67922;51,15696;Celastrina argiolus;2002;1,000000
3,67922;51,15696;Celastrina argiolus;2003;2,285714
3,67922;51,15696;Celastrina argiolus;2006;1,000000
3,67922;51,15696;Celastrina argiolus;2007;2,500000
3,67922;51,15696;Gonepteryx rhamni;2002;2,625000
3,67922;51,15696;Gonepteryx rhamni;2003;5,666667
3,67922;51,15696;Gonepteryx rhamni;2004;1,333333
3,67922;51,15696;Gonepteryx rhamni;2005;3,000000
3,67922;51,15696;Ochlodes sylvanus;2002;2,500000
3,67922;51,15696;Ochlodes sylvanus;2003;1,333333
3,67922;51,15696;Vanessa atalanta;2002;2,800000
3,67922;51,15696;Vanessa atalanta;2003;5,166667
3,67922;51,15696;Vanessa atalanta;2004;3,000000
3,67922;51,15696;Vanessa atalanta;2006;2,000000
3,67922;51,15696;Vanessa atalanta;2007;1,625000
3,67989;51,20192;Celastrina argiolus;2000;1,000000
3,67989;51,20192;Gonepteryx rhamni;2003;4,500000
3,67989;51,20192;Vanessa atalanta;2000;1,000000
3,67989;51,20192;Vanessa atalanta;2001;2,000000
3,67989;51,20192;Vanessa atalanta;2005;1,000000
3,68055;51,24688;Vanessa atalanta;2000;4,000000
3,68055;51,24688;Vanessa atalanta;2002;5,000000
3,68055;51,24688;Vanessa atalanta;2003;1,000000
3,68055;51,24688;Vanessa atalanta;2006;1,000000
3,68121;51,29184;Vanessa atalanta;2003;1,000000
3,74422;50,75190;Gonepteryx rhamni;2003;2,000000
3,74422;50,75190;Gonepteryx rhamni;2004;1,000000
3,74422;50,75190;Gonepteryx rhamni;2007;1,000000
3,74422;50,75190;Vanessa atalanta;2000;1,000000
3,74422;50,75190;Vanessa atalanta;2010;2,000000
3,74494;50,79686;Gonepteryx rhamni;2000;1,000000
3,74494;50,79686;Gonepteryx rhamni;2001;1,000000
3,74494;50,79686;Vanessa atalanta;2001;1,000000
3,74494;50,79686;Vanessa atalanta;2002;1,000000
3,74565;50,84182;Celastrina argiolus;2007;1,000000
3,74565;50,84182;Celastrina argiolus;2008;1,000000
3,74565;50,84182;Gonepteryx rhamni;2000;1,000000
3,74565;50,84182;Gonepteryx rhamni;2002;1,000000
3,74565;50,84182;Gonepteryx rhamni;2007;1,000000
3,74565;50,84182;Vanessa atalanta;2000;1,000000
3,74565;50,84182;Vanessa atalanta;2002;1,000000
3,74565;50,84182;Vanessa atalanta;2008;1,000000
3,74565;50,84182;Vanessa atalanta;2010;1,000000
3,74637;50,88678;Celastrina argiolus;2007;1,000000
3,74637;50,88678;Gonepteryx rhamni;2003;1,000000
3,74637;50,88678;Vanessa atalanta;2000;1,000000
3,74637;50,88678;Vanessa atalanta;2007;1,166667
3,74637;50,88678;Vanessa atalanta;2008;2,000000
3,74709;50,93174;Vanessa atalanta;2000;1,000000
3,74709;50,93174;Vanessa atalanta;2004;1,000000
3,74709;50,93174;Vanessa atalanta;2008;2,000000
3,74781;50,97669;Celastrina argiolus;2004;1,000000
3,74781;50,97669;Gonepteryx rhamni;2004;1,285714
3,74781;50,97669;Gonepteryx rhamni;2005;1,000000
3,74781;50,97669;Ochlodes sylvanus;2004;42,000000
3,74781;50,97669;Vanessa atalanta;2004;1,076923
3,74781;50,97669;Vanessa atalanta;2005;1,187500
3,74854;51,02165;Celastrina argiolus;2000;1,346154
3,74854;51,02165;Celastrina argiolus;2001;1,000000
3,74854;51,02165;Celastrina argiolus;2002;1,000000
3,74854;51,02165;Celastrina argiolus;2003;1,571429
3,74854;51,02165;Celastrina argiolus;2005;1,666667
3,74854;51,02165;Celastrina argiolus;2006;1,000000
3,74854;51,02165;Celastrina argiolus;2007;1,090909
3,74854;51,02165;Celastrina argiolus;2008;1,000000
3,74854;51,02165;Gonepteryx rhamni;2003;1,000000
3,74854;51,02165;Vanessa atalanta;2000;5,720430
3,74854;51,02165;Vanessa atalanta;2001;2,250000
3,74854;51,02165;Vanessa atalanta;2003;2,000000
3,74854;51,02165;Vanessa atalanta;2006;1,000000
3,74854;51,02165;Vanessa atalanta;2007;1,000000
3,74854;51,02165;Vanessa atalanta;2010;2,454545
3,74926;51,06661;Celastrina argiolus;2000;1,000000
3,74926;51,06661;Celastrina argiolus;2002;1,000000
3,74926;51,06661;Celastrina argiolus;2003;1,444444
3,74926;51,06661;Celastrina argiolus;2006;1,000000
3,74926;51,06661;Celastrina argiolus;2007;1,482759
3,74926;51,06661;Celastrina argiolus;2008;1,500000
3,74926;51,06661;Celastrina argiolus;2009;1,000000
3,74926;51,06661;Gonepteryx rhamni;2003;1,500000
3,74926;51,06661;Gonepteryx rhamni;2005;2,000000
3,74926;51,06661;Vanessa atalanta;2002;1,000000
3,74926;51,06661;Vanessa atalanta;2003;1,000000
3,74926;51,06661;Vanessa atalanta;2004;1,000000
3,74926;51,06661;Vanessa atalanta;2005;1,000000
3,74926;51,06661;Vanessa atalanta;2006;1,000000
3,74926;51,06661;Vanessa atalanta;2007;3,333333
3,74926;51,06661;Vanessa atalanta;2008;1,333333
3,74926;51,06661;Vanessa atalanta;2009;1,000000
3,74926;51,06661;Vanessa atalanta;2010;1,666667
3,74999;51,11157;Celastrina argiolus;2000;1,333333
3,74999;51,11157;Ochlodes sylvanus;2000;1,000000
3,74999;51,11157;Vanessa atalanta;2000;11,000000
3,74999;51,11157;Vanessa atalanta;2002;1,000000
3,74999;51,11157;Vanessa atalanta;2005;1,000000
3,75072;51,15653;Celastrina argiolus;2002;1,000000
3,75072;51,15653;Celastrina argiolus;2003;1,000000
3,75072;51,15653;Celastrina argiolus;2004;1,000000
3,75072;51,15653;Celastrina argiolus;2007;1,000000
3,75072;51,15653;Gonepteryx rhamni;2004;2,500000
3,75072;51,15653;Gonepteryx rhamni;2005;1,000000
3,75072;51,15653;Ochlodes sylvanus;2001;10,000000
3,75072;51,15653;Ochlodes sylvanus;2004;1,500000
3,75072;51,15653;Ochlodes sylvanus;2006;2,000000
3,75072;51,15653;Vanessa atalanta;2000;30,000000
3,75072;51,15653;Vanessa atalanta;2002;6,250000
3,75072;51,15653;Vanessa atalanta;2003;1,000000
3,75072;51,15653;Vanessa atalanta;2004;1,000000
3,75072;51,15653;Vanessa atalanta;2006;2,666667
3,75145;51,20148;Celastrina argiolus;2007;3,000000
3,75145;51,20148;Ochlodes sylvanus;2007;1,000000
3,75145;51,20148;Vanessa atalanta;2007;1,000000
3,75218;51,24644;Celastrina argiolus;2002;1,000000
3,75218;51,24644;Celastrina argiolus;2003;1,000000
3,75218;51,24644;Celastrina argiolus;2007;1,000000
3,75218;51,24644;Gonepteryx rhamni;2003;1,250000
3,75218;51,24644;Vanessa atalanta;2002;1,750000
3,75218;51,24644;Vanessa atalanta;2003;1,833333
3,75218;51,24644;Vanessa atalanta;2004;3,000000
3,75218;51,24644;Vanessa atalanta;2005;1,000000
3,81510;50,75142;Ochlodes sylvanus;2002;1,000000
3,81588;50,79638;Celastrina argiolus;2001;1,000000
3,81588;50,79638;Gonepteryx rhamni;2001;1,000000
3,81588;50,79638;Vanessa atalanta;2001;13,000000
3,81666;50,84134;Celastrina argiolus;2007;1,000000
3,81666;50,84134;Celastrina argiolus;2008;1,000000
3,81666;50,84134;Ochlodes sylvanus;2004;2,000000
3,81666;50,84134;Vanessa atalanta;2004;1,000000
3,81745;50,88630;Celastrina argiolus;2007;2,000000
3,81745;50,88630;Vanessa atalanta;2002;1,000000
3,81745;50,88630;Vanessa atalanta;2006;1,000000
3,81745;50,88630;Vanessa atalanta;2007;1,000000
3,81745;50,88630;Vanessa atalanta;2008;2,000000
3,81824;50,93126;Gonepteryx rhamni;2004;3,000000
3,81824;50,93126;Ochlodes sylvanus;2008;2,000000
3,81824;50,93126;Vanessa atalanta;2008;1,000000
3,81903;50,97622;Celastrina argiolus;2007;1,000000
3,81903;50,97622;Ochlodes sylvanus;2007;1,000000
3,81903;50,97622;Vanessa atalanta;2007;4,000000
3,81903;50,97622;Vanessa atalanta;2008;1,000000
3,81982;51,02118;Celastrina argiolus;2006;1,000000
3,81982;51,02118;Celastrina argiolus;2007;1,000000
3,81982;51,02118;Gonepteryx rhamni;2007;1,000000
3,81982;51,02118;Vanessa atalanta;2007;1,000000
3,82061;51,06613;Celastrina argiolus;2007;1,000000
3,82061;51,06613;Gonepteryx rhamni;2005;1,000000
3,82061;51,06613;Vanessa atalanta;2001;1,000000
3,82061;51,06613;Vanessa atalanta;2002;4,000000
3,82061;51,06613;Vanessa atalanta;2003;1,000000
3,82061;51,06613;Vanessa atalanta;2004;1,500000
3,82061;51,06613;Vanessa atalanta;2007;1,000000
3,82061;51,06613;Vanessa atalanta;2008;10,000000
3,82061;51,06613;Vanessa atalanta;2010;10,000000
3,88597;50,75091;Celastrina argiolus;2005;5,000000
3,88597;50,75091;Celastrina argiolus;2007;1,000000
3,88597;50,75091;Celastrina argiolus;2008;1,000000
3,88597;50,75091;Ochlodes sylvanus;2007;2,000000
3,88597;50,75091;Ochlodes sylvanus;2008;1,000000
3,88597;50,75091;Vanessa atalanta;2002;1,000000
3,88597;50,75091;Vanessa atalanta;2005;1,000000
3,88597;50,75091;Vanessa atalanta;2007;1,523810
3,88597;50,75091;Vanessa atalanta;2008;2,000000
3,88682;50,79586;Celastrina argiolus;2007;1,050000
3,88682;50,79586;Celastrina argiolus;2008;1,076923
3,88682;50,79586;Gonepteryx rhamni;2002;1,000000
3,88682;50,79586;Gonepteryx rhamni;2003;1,000000
3,88682;50,79586;Gonepteryx rhamni;2007;1,000000
3,88682;50,79586;Ochlodes sylvanus;2002;1,000000
3,88682;50,79586;Ochlodes sylvanus;2007;3,000000
3,88682;50,79586;Ochlodes sylvanus;2008;1,000000
3,88682;50,79586;Vanessa atalanta;2002;1,000000
3,88682;50,79586;Vanessa atalanta;2003;1,000000
3,88682;50,79586;Vanessa atalanta;2007;1,892857
3,88682;50,79586;Vanessa atalanta;2008;2,083333
3,88767;50,84082;Celastrina argiolus;2007;1,000000
3,88767;50,84082;Vanessa atalanta;2001;1,000000
3,88767;50,84082;Vanessa atalanta;2007;2,333333
3,89110;51,02065;Celastrina argiolus;2007;1,000000
3,89110;51,02065;Vanessa atalanta;2007;1,000000
3,89196;51,06561;Vanessa atalanta;2010;2,000000
3,89283;51,11057;Celastrina argiolus;2004;1,000000
3,89283;51,11057;Celastrina argiolus;2005;1,000000
3,89283;51,11057;Celastrina argiolus;2010;1,000000
3,89283;51,11057;Gonepteryx rhamni;2004;1,000000
3,89283;51,11057;Gonepteryx rhamni;2005;1,000000
3,89283;51,11057;Ochlodes sylvanus;2010;10,000000
3,89283;51,11057;Vanessa atalanta;2004;1,058824
3,89283;51,11057;Vanessa atalanta;2005;1,000000
3,89369;51,15552;Gonepteryx rhamni;2003;1,000000
3,89369;51,15552;Gonepteryx rhamni;2004;1,000000
3,89369;51,15552;Vanessa atalanta;2009;3,000000
3,89456;51,20048;Gonepteryx rhamni;2003;1,000000
3,89456;51,20048;Ochlodes sylvanus;2005;2,000000
3,89456;51,20048;Vanessa atalanta;2002;1,000000
3,89456;51,20048;Vanessa atalanta;2003;1,000000
3,89456;51,20048;Vanessa atalanta;2007;1,000000
3,95683;50,75035;Ochlodes sylvanus;2007;1,000000
3,95683;50,75035;Vanessa atalanta;2007;1,125000
3,95775;50,79530;Celastrina argiolus;2007;1,200000
3,95775;50,79530;Ochlodes sylvanus;2007;1,000000
3,95775;50,79530;Vanessa atalanta;2006;1,000000
3,95775;50,79530;Vanessa atalanta;2007;2,200000
3,95775;50,79530;Vanessa atalanta;2008;1,000000
3,95775;50,79530;Vanessa atalanta;2009;1,000000
3,95959;50,88522;Celastrina argiolus;2007;1,000000
3,95959;50,88522;Vanessa atalanta;2007;1,250000
3,96052;50,93018;Vanessa atalanta;2000;1,000000
3,96238;51,02009;Celastrina argiolus;2007;2,000000
3,96238;51,02009;Gonepteryx rhamni;2004;1,000000
3,96238;51,02009;Vanessa atalanta;2005;1,000000
3,96238;51,02009;Vanessa atalanta;2007;3,000000
3,96424;51,11000;Celastrina argiolus;2004;1,000000
3,96424;51,11000;Celastrina argiolus;2007;1,250000
3,96424;51,11000;Celastrina argiolus;2008;1,000000
3,96424;51,11000;Celastrina argiolus;2009;1,000000
3,96424;51,11000;Celastrina argiolus;2010;1,448276
3,96424;51,11000;Gonepteryx rhamni;2004;1,000000
3,96424;51,11000;Gonepteryx rhamni;2010;1,000000
3,96424;51,11000;Ochlodes sylvanus;2007;1,750000
3,96424;51,11000;Ochlodes sylvanus;2008;1,250000
3,96424;51,11000;Ochlodes sylvanus;2009;2,888889
3,96424;51,11000;Ochlodes sylvanus;2010;3,750000
3,96424;51,11000;Vanessa atalanta;2004;2,000000
3,96424;51,11000;Vanessa atalanta;2005;1,000000
3,96424;51,11000;Vanessa atalanta;2007;2,796875
3,96424;51,11000;Vanessa atalanta;2008;2,272727
3,96424;51,11000;Vanessa atalanta;2009;3,304348
3,96518;51,15495;Gonepteryx rhamni;2002;1,000000
3,96518;51,15495;Gonepteryx rhamni;2003;1,000000
3,96518;51,15495;Vanessa atalanta;2007;1,000000
3,96518;51,15495;Vanessa atalanta;2008;1,000000
3,96612;51,19991;Gonepteryx rhamni;2003;1,500000
4,02967;50,83966;Vanessa atalanta;2000;1,400000
4,02967;50,83966;Vanessa atalanta;2001;1,500000
4,02967;50,83966;Vanessa atalanta;2006;2,000000
4,02967;50,83966;Vanessa atalanta;2007;1,000000
4,03166;50,92957;Celastrina argiolus;2006;1,000000
4,03166;50,92957;Celastrina argiolus;2007;1,000000
4,03166;50,92957;Gonepteryx rhamni;2003;1,000000
4,03166;50,92957;Vanessa atalanta;2006;1,000000
4,03265;50,97452;Gonepteryx rhamni;2004;1,000000
4,03265;50,97452;Vanessa atalanta;2004;1,000000
4,03265;50,97452;Vanessa atalanta;2005;1,666667
4,03265;50,97452;Vanessa atalanta;2006;1,000000
4,03265;50,97452;Vanessa atalanta;2008;2,000000
4,03465;51,06443;Celastrina argiolus;2010;1,000000
4,03465;51,06443;Vanessa atalanta;2007;1,000000
4,03465;51,06443;Vanessa atalanta;2010;2,000000
4,03566;51,10939;Celastrina argiolus;2002;1,000000
4,03666;51,15434;Celastrina argiolus;2005;1,000000
4,03666;51,15434;Gonepteryx rhamni;2002;2,000000
4,03666;51,15434;Gonepteryx rhamni;2004;1,000000
4,03666;51,15434;Gonepteryx rhamni;2006;1,000000
4,03666;51,15434;Gonepteryx rhamni;2009;1,000000
4,03666;51,15434;Vanessa atalanta;2003;1,000000
4,03666;51,15434;Vanessa atalanta;2004;1,000000
4,03666;51,15434;Vanessa atalanta;2009;1,000000
4,03767;51,19930;Gonepteryx rhamni;2004;1,000000
4,03868;51,24425;Gonepteryx rhamni;2003;1,666667
4,03868;51,24425;Vanessa atalanta;2003;2,000000
4,10279;50,92892;Ochlodes sylvanus;2007;1,000000
4,10279;50,92892;Vanessa atalanta;2007;1,000000
4,10386;50,97387;Celastrina argiolus;2004;1,000000
4,10386;50,97387;Celastrina argiolus;2006;1,000000
4,10386;50,97387;Celastrina argiolus;2008;1,000000
4,10386;50,97387;Celastrina argiolus;2009;1,000000
4,10386;50,97387;Gonepteryx rhamni;2004;1,000000
4,10386;50,97387;Gonepteryx rhamni;2009;1,000000
4,10386;50,97387;Ochlodes sylvanus;2009;8,000000
4,10386;50,97387;Vanessa atalanta;2004;1,000000
4,10386;50,97387;Vanessa atalanta;2005;1,000000
4,10386;50,97387;Vanessa atalanta;2006;1,000000
4,10386;50,97387;Vanessa atalanta;2007;2,000000
4,10386;50,97387;Vanessa atalanta;2008;1,000000
4,10386;50,97387;Vanessa atalanta;2009;1,000000
4,10492;51,01883;Celastrina argiolus;2007;1,666667
4,10492;51,01883;Celastrina argiolus;2008;1,857143
4,10492;51,01883;Vanessa atalanta;2007;1,285714
4,10492;51,01883;Vanessa atalanta;2008;1,750000
4,10707;51,10873;Celastrina argiolus;2007;5,000000
4,10707;51,10873;Vanessa atalanta;2007;6,000000
4,10814;51,15369;Celastrina argiolus;2004;1,000000
4,10814;51,15369;Celastrina argiolus;2005;1,000000
4,11030;51,24359;Vanessa atalanta;2003;1,000000
4,17392;50,92822;Celastrina argiolus;2006;1,000000
4,17619;51,01813;Celastrina argiolus;2007;2,500000
4,17619;51,01813;Celastrina argiolus;2008;1,500000
4,17619;51,01813;Celastrina argiolus;2010;1,000000
4,17619;51,01813;Vanessa atalanta;2007;1,000000
4,17619;51,01813;Vanessa atalanta;2008;2,200000
4,17733;51,06308;Vanessa atalanta;2007;1,000000
4,17733;51,06308;Vanessa atalanta;2008;1,500000
4,17962;51,15299;Vanessa atalanta;2005;1,000000
4,17962;51,15299;Vanessa atalanta;2008;2,000000
4,18192;51,24289;Vanessa atalanta;2003;1,000000
4,18423;51,33279;Vanessa atalanta;2007;1,000000
4,25231;51,19720;Vanessa atalanta;2007;2,000000
4,25353;51,24215;Ochlodes sylvanus;2007;1,500000
4,25353;51,24215;Vanessa atalanta;2007;2,666667
4,25598;51,33204;Vanessa atalanta;2010;2,000000
4,32128;51,10651;Celastrina argiolus;2009;1,000000
3,46294;50,97817;Celastrina argiolus;2003;1,238095
3,46294;50,97817;Celastrina argiolus;2004;1,363636
3,46294;50,97817;Vanessa atalanta;2003;2,212766
3,46294;50,97817;Vanessa atalanta;2004;1,413793
3,95683;50,75035;Celastrina argiolus;2007;1,500000
3,95683;50,75035;Ochlodes sylvanus;2006;2,000000
3,95683;50,75035;Vanessa atalanta;2006;3,000000
3,95683;50,75035;Vanessa atalanta;2007;1,800000
3,95775;50,79530;Celastrina argiolus;2007;2,000000
3,95775;50,79530;Gonepteryx rhamni;2007;1,000000
3,95775;50,79530;Vanessa atalanta;2007;2,000000
4,02770;50,74974;Vanessa atalanta;2007;3,000000
4,02770;50,74974;Vanessa atalanta;2008;1,000000
4,02967;50,83966;Celastrina argiolus;2007;1,000000
4,02967;50,83966;Ochlodes sylvanus;2007;2,000000
4,09751;50,70414;Vanessa atalanta;2000;1,000000
4,10067;50,83901;Celastrina argiolus;2008;1,000000
4,10067;50,83901;Ochlodes sylvanus;2007;1,000000
4,10067;50,83901;Vanessa atalanta;2009;2,500000
4,10173;50,88396;Celastrina argiolus;2007;2,000000
4,10173;50,88396;Ochlodes sylvanus;2007;2,000000
4,10173;50,88396;Vanessa atalanta;2007;2,000000
4,10279;50,92892;Celastrina argiolus;2008;1,000000
4,16942;50,74841;Celastrina argiolus;2008;1,000000
4,16942;50,74841;Gonepteryx rhamni;2003;1,000000
4,16942;50,74841;Ochlodes sylvanus;2007;1,000000
4,16942;50,74841;Ochlodes sylvanus;2008;2,000000
4,16942;50,74841;Vanessa atalanta;2000;1,000000
4,16942;50,74841;Vanessa atalanta;2007;1,000000
4,16942;50,74841;Vanessa atalanta;2008;2,333333
4,17054;50,79336;Celastrina argiolus;2003;1,000000
4,17054;50,79336;Celastrina argiolus;2004;8,000000
4,17054;50,79336;Celastrina argiolus;2007;1,000000
4,17054;50,79336;Celastrina argiolus;2008;1,560976
4,17054;50,79336;Gonepteryx rhamni;2003;1,000000
4,17054;50,79336;Gonepteryx rhamni;2004;1,000000
4,17054;50,79336;Ochlodes sylvanus;2004;1,000000
4,17054;50,79336;Vanessa atalanta;2000;1,333333
4,17054;50,79336;Vanessa atalanta;2003;1,000000
4,17054;50,79336;Vanessa atalanta;2004;11,000000
4,17054;50,79336;Vanessa atalanta;2007;1,333333
4,17054;50,79336;Vanessa atalanta;2008;2,868421
4,17167;50,83832;Ochlodes sylvanus;2008;1,000000
4,17279;50,88327;Celastrina argiolus;2007;1,000000
4,17279;50,88327;Celastrina argiolus;2009;5,000000
4,17279;50,88327;Ochlodes sylvanus;2007;1,000000
4,17279;50,88327;Vanessa atalanta;2007;1,000000
4,17392;50,92822;Vanessa atalanta;2003;1,000000
4,17506;50,97318;Vanessa atalanta;2007;1,000000
4,23909;50,70272;Celastrina argiolus;2002;1,000000
4,23909;50,70272;Celastrina argiolus;2003;1,000000
4,23909;50,70272;Celastrina argiolus;2006;1,000000
4,23909;50,70272;Celastrina argiolus;2008;1,000000
4,23909;50,70272;Gonepteryx rhamni;2000;1,000000
4,23909;50,70272;Gonepteryx rhamni;2002;1,000000
4,23909;50,70272;Gonepteryx rhamni;2003;1,000000
4,23909;50,70272;Gonepteryx rhamni;2005;1,000000
4,23909;50,70272;Gonepteryx rhamni;2007;1,000000
4,23909;50,70272;Ochlodes sylvanus;2003;1,000000
4,23909;50,70272;Vanessa atalanta;2002;1,000000
4,23909;50,70272;Vanessa atalanta;2006;1,000000
4,23909;50,70272;Vanessa atalanta;2007;1,000000
4,24028;50,74768;Vanessa atalanta;2003;1,000000
4,24147;50,79263;Celastrina argiolus;2000;1,000000
4,24147;50,79263;Celastrina argiolus;2007;3,000000
4,24147;50,79263;Celastrina argiolus;2008;1,333333
4,24147;50,79263;Celastrina argiolus;2009;1,000000
4,24147;50,79263;Ochlodes sylvanus;2009;4,000000
4,24147;50,79263;Vanessa atalanta;2000;1,750000
4,24147;50,79263;Vanessa atalanta;2007;4,000000
4,24147;50,79263;Vanessa atalanta;2008;1,000000
4,24147;50,79263;Vanessa atalanta;2009;1,000000
4,24266;50,83758;Celastrina argiolus;2008;1,000000
4,24266;50,83758;Vanessa atalanta;2007;1,000000
4,24266;50,83758;Vanessa atalanta;2009;3,000000
4,24386;50,88254;Celastrina argiolus;2007;1,500000
4,24386;50,88254;Celastrina argiolus;2008;1,000000
4,24386;50,88254;Vanessa atalanta;2007;1,000000
4,24505;50,92749;Celastrina argiolus;2007;2,000000
4,24746;51,01739;Celastrina argiolus;2007;1,500000
4,24746;51,01739;Vanessa atalanta;2007;1,000000
4,30988;50,70195;Celastrina argiolus;2007;1,000000
4,30988;50,70195;Ochlodes sylvanus;2007;6,000000
4,30988;50,70195;Vanessa atalanta;2000;1,000000
4,30988;50,70195;Vanessa atalanta;2007;1,000000
4,31113;50,74690;Celastrina argiolus;2000;1,000000
4,31113;50,74690;Celastrina argiolus;2008;2,000000
4,31113;50,74690;Celastrina argiolus;2010;1,000000
4,31113;50,74690;Ochlodes sylvanus;2010;1,000000
4,31113;50,74690;Vanessa atalanta;2007;2,000000
4,31113;50,74690;Vanessa atalanta;2010;1,000000
4,31872;51,01661;Vanessa atalanta;2007;2,000000
4,38198;50,74608;Vanessa atalanta;2007;3,000000
4,38730;50,92588;Celastrina argiolus;2009;1,000000
4,38999;51,01578;Celastrina argiolus;2007;1,000000
4,38999;51,01578;Celastrina argiolus;2008;2,000000
4,38999;51,01578;Ochlodes sylvanus;2007;13,000000
4,38999;51,01578;Ochlodes sylvanus;2008;13,000000
4,38999;51,01578;Vanessa atalanta;2004;2,000000
4,38999;51,01578;Vanessa atalanta;2007;1,500000
4,45702;50,88007;Celastrina argiolus;2007;1,000000
4,45702;50,88007;Vanessa atalanta;2007;4,000000
4,45983;50,96997;Celastrina argiolus;2003;1,000000
4,45983;50,96997;Celastrina argiolus;2007;1,600000
4,45983;50,96997;Celastrina argiolus;2009;1,000000
4,45983;50,96997;Gonepteryx rhamni;2008;1,000000
4,45983;50,96997;Gonepteryx rhamni;2009;4,000000
4,45983;50,96997;Vanessa atalanta;2003;1,000000
4,45983;50,96997;Vanessa atalanta;2007;2,750000
4,46124;51,01491;Vanessa atalanta;2008;1,000000
4,52514;50,78926;Celastrina argiolus;2006;1,000000
4,52514;50,78926;Gonepteryx rhamni;2005;1,000000
4,52514;50,78926;Vanessa atalanta;2006;1,666667
4,52807;50,87916;Vanessa atalanta;2001;4,000000
4,52954;50,92411;Celastrina argiolus;2006;1,000000
4,52954;50,92411;Celastrina argiolus;2007;1,000000
4,52954;50,92411;Gonepteryx rhamni;2006;6,000000
4,52954;50,92411;Ochlodes sylvanus;2006;6,000000
4,52954;50,92411;Ochlodes sylvanus;2007;1,000000
4,52954;50,92411;Vanessa atalanta;2006;1,000000
4,53102;50,96905;Celastrina argiolus;2007;1,000000
4,53102;50,96905;Celastrina argiolus;2009;2,000000
4,53102;50,96905;Gonepteryx rhamni;2008;1,000000
4,53102;50,96905;Vanessa atalanta;2006;1,000000
4,53102;50,96905;Vanessa atalanta;2007;1,000000
4,53102;50,96905;Vanessa atalanta;2008;2,666667
4,53250;51,01400;Celastrina argiolus;2004;1,600000
4,53250;51,01400;Gonepteryx rhamni;2004;2,500000
4,53250;51,01400;Ochlodes sylvanus;2004;3,500000
4,53250;51,01400;Vanessa atalanta;2004;4,166667
4,59451;50,74337;Celastrina argiolus;2003;1,000000
4,59451;50,74337;Celastrina argiolus;2004;1,000000
4,59451;50,74337;Celastrina argiolus;2005;1,000000
4,59451;50,74337;Celastrina argiolus;2006;1,000000
4,59451;50,74337;Gonepteryx rhamni;2003;1,000000
4,59451;50,74337;Gonepteryx rhamni;2004;1,000000
4,59451;50,74337;Gonepteryx rhamni;2005;1,000000
4,59451;50,74337;Ochlodes sylvanus;2004;1,000000
4,59451;50,74337;Ochlodes sylvanus;2006;4,666667
4,59451;50,74337;Vanessa atalanta;2004;1,500000
